approval_id,doc_type,doc_id,approver_id,approval_level,sequence,action,action_date,sla_hours,actual_hours,remarks
APR000871,PR,PR00552,EMP027,1,1,approve,2024-02-06 00:00:00,24,21.09,ok
APR000872,PR,PR00552,EMP013,2,2,approve,2024-02-07 00:00:00,48,37.88,ok
APR000873,PR,PR00554,EMP018,1,1,approve,2025-07-30 00:00:00,24,63.47,SLA breach
APR000874,PR,PR00554,EMP039,2,2,approve,2025-08-06 00:00:00,48,190.3,SLA breach
APR000875,PR,PR00555,EMP015,1,1,approve,2025-01-07 00:00:00,24,16.9,ok
APR000876,PR,PR00555,EMP040,2,2,approve,2025-01-08 00:00:00,48,32.68,ok
APR000877,PR,PR00555,EMP013,3,3,approve,2025-01-09 00:00:00,48,33.01,ok
APR000878,PR,PR00556,EMP020,1,1,approve,2025-02-04 00:00:00,24,75.93,SLA breach
APR000879,PR,PR00556,EMP015,2,2,approve,2025-02-04 00:00:00,48,16.09,SLA breach
APR000880,PR,PR00557,EMP016,1,1,approve,2024-09-05 00:00:00,24,5.95,ok
APR000881,PR,PR00558,EMP017,1,1,approve,2024-11-26 00:00:00,24,3.21,ok
APR000882,PR,PR00559,EMP022,1,1,approve,2024-03-14 00:00:00,24,17.11,ok
APR000883,PR,PR00559,EMP014,2,2,approve,2024-03-15 00:00:00,48,39.39,ok
APR000884,PR,PR00560,EMP025,1,1,approve,2024-05-07 00:00:00,24,43.86,SLA breach
APR000885,PR,PR00560,EMP036,2,2,approve,2024-05-07 00:00:00,48,22.98,SLA breach
APR000886,PR,PR00560,EMP014,3,3,approve,2024-05-08 00:00:00,48,26.87,SLA breach
APR000887,PR,PR00562,EMP013,1,1,approve,2024-07-20 00:00:00,24,82.26,SLA breach
APR000888,PR,PR00562,EMP025,2,2,approve,2024-07-20 00:00:00,48,4.24,SLA breach
APR000889,PR,PR00562,EMP027,3,3,approve,2024-07-21 00:00:00,48,31.54,SLA breach
APR000890,PR,PR00563,EMP006,1,1,approve,2025-05-06 00:00:00,24,13.03,ok
APR000891,PR,PR00563,EMP020,2,2,approve,2025-05-07 00:00:00,48,34.7,ok
APR000892,PR,PR00563,EMP027,3,3,approve,2025-05-08 00:00:00,48,40.45,ok
APR000893,PR,PR00564,EMP031,1,1,approve,2025-03-21 00:00:00,24,18.55,ok
APR000894,PR,PR00565,EMP017,1,1,approve,2025-12-22 00:00:00,24,91.38,SLA breach
APR000895,PR,PR00565,EMP025,2,2,approve,2025-12-23 00:00:00,48,36.52,SLA breach
APR000896,PR,PR00566,EMP010,1,1,approve,2024-12-10 00:00:00,24,2.03,ok
APR000897,PR,PR00567,EMP036,1,1,approve,2025-04-27 00:00:00,24,16.2,ok
APR000898,PR,PR00567,EMP001,2,2,approve,2025-04-28 00:00:00,48,28.97,ok
APR000899,PR,PR00567,EMP021,3,3,approve,2025-04-28 00:00:00,48,21.78,ok
APR000900,PR,PR00568,EMP038,1,1,approve,2025-01-16 00:00:00,24,14.35,ok
APR000901,PR,PR00568,EMP011,2,2,approve,2025-01-21 00:00:00,48,135.65,SLA breach
APR000902,PR,PR00568,EMP014,3,3,approve,2025-01-21 00:00:00,48,5.8,SLA breach
APR000903,PR,PR00569,EMP039,1,1,approve,2024-03-15 00:00:00,24,16.09,ok
APR000904,PR,PR00569,EMP021,2,2,approve,2024-03-15 00:00:00,48,7.14,ok
APR000905,PR,PR00570,EMP031,1,1,approve,2024-03-02 00:00:00,24,50.54,SLA breach
APR000906,PR,PR00571,EMP001,1,1,approve,2024-11-14 00:00:00,24,7.05,ok
APR000907,PR,PR00571,EMP009,2,2,approve,2024-11-14 00:00:00,48,8.61,ok
APR000908,PR,PR00572,EMP006,1,1,approve,2025-08-03 00:00:00,24,9.47,ok
APR000909,PR,PR00572,EMP028,2,2,approve,2025-08-09 00:00:00,48,160.3,SLA breach
APR000910,PR,PR00573,EMP025,1,1,approve,2024-07-21 00:00:00,24,64.82,SLA breach
APR000911,PR,PR00573,EMP028,2,2,approve,2024-07-22 00:00:00,48,29.02,SLA breach
APR000912,PR,PR00574,EMP034,1,1,approve,2025-10-20 00:00:00,24,3.11,ok
APR000913,PR,PR00575,EMP031,1,1,approve,2025-07-23 00:00:00,24,2.98,ok
APR000914,PR,PR00575,EMP030,2,2,approve,2025-07-23 00:00:00,48,2.89,ok
APR000915,PR,PR00576,EMP029,1,1,approve,2024-02-14 00:00:00,24,67.42,SLA breach
APR000916,PR,PR00576,EMP023,2,2,approve,2024-02-18 00:00:00,48,119.06,SLA breach
APR000917,PR,PR00576,EMP001,3,3,approve,2024-02-19 00:00:00,48,31.72,SLA breach
APR000918,PR,PR00577,EMP035,1,1,approve,2024-01-02 00:00:00,24,10.72,ok
APR000919,PR,PR00577,EMP029,2,2,approve,2024-01-03 00:00:00,48,38.96,ok
APR000920,PR,PR00577,EMP009,3,3,approve,2024-01-10 00:00:00,48,187.08,SLA breach
APR000921,PR,PR00578,EMP024,1,1,approve,2024-02-06 00:00:00,24,19.97,ok
APR000922,PR,PR00579,EMP004,1,1,approve,2025-09-29 00:00:00,24,2.83,ok
APR000923,PR,PR00579,EMP008,2,2,approve,2025-09-29 00:00:00,48,10.28,ok
APR000924,PR,PR00581,EMP005,1,1,approve,2024-01-22 00:00:00,24,7.14,ok
APR000925,PR,PR00581,EMP014,2,2,approve,2024-01-22 00:00:00,48,20.88,ok
APR000926,PR,PR00582,EMP006,1,1,approve,2024-11-24 00:00:00,24,95.97,SLA breach
APR000927,PR,PR00583,EMP025,1,1,approve,2025-03-23 00:00:00,24,17.11,ok
APR000928,PR,PR00583,EMP040,2,2,approve,2025-03-23 00:00:00,48,7.21,ok
APR000929,PR,PR00584,EMP036,1,1,approve,2025-05-02 00:00:00,24,6.02,ok
APR000930,PR,PR00584,EMP030,2,2,approve,2025-05-02 00:00:00,48,4.81,ok
APR000931,PR,PR00588,EMP037,1,1,approve,2025-07-04 00:00:00,24,16.7,ok
APR000932,PR,PR00588,EMP003,2,2,approve,2025-07-11 00:00:00,48,178.98,SLA breach
APR000933,PR,PR00589,EMP015,1,1,approve,2024-03-21 00:00:00,24,39.77,SLA breach
APR000934,PR,PR00590,EMP025,1,1,approve,2024-11-25 00:00:00,24,19.9,ok
APR000935,PR,PR00591,EMP001,1,1,approve,2025-12-16 00:00:00,24,2.78,ok
APR000936,PR,PR00591,EMP009,2,2,approve,2025-12-21 00:00:00,48,140.24,SLA breach
APR000937,PR,PR00594,EMP009,1,1,approve,2025-11-24 00:00:00,24,9.89,ok
APR000938,PR,PR00594,EMP034,2,2,approve,2025-11-25 00:00:00,48,24.58,ok
APR000939,PR,PR00595,EMP016,1,1,approve,2024-10-01 00:00:00,24,7.65,ok
APR000940,PR,PR00595,EMP037,2,2,approve,2024-10-02 00:00:00,48,41.12,ok
APR000941,PR,PR00596,EMP012,1,1,approve,2024-04-20 00:00:00,24,14.65,ok
APR000942,PR,PR00596,EMP011,2,2,approve,2024-04-20 00:00:00,48,7.7,ok
APR000943,PR,PR00597,EMP022,1,1,approve,2025-02-24 00:00:00,24,8.1,ok
APR000944,PR,PR00597,EMP033,2,2,approve,2025-02-24 00:00:00,48,7.69,ok
APR000945,PR,PR00597,EMP035,3,3,approve,2025-02-24 00:00:00,48,21.62,ok
APR000946,PR,PR00598,EMP012,1,1,approve,2024-12-05 00:00:00,24,80.18,SLA breach
APR000947,PR,PR00598,EMP013,2,2,approve,2024-12-08 00:00:00,48,85.23,SLA breach
APR000948,PR,PR00599,EMP022,1,1,approve,2025-02-19 00:00:00,24,2.48,ok
APR000949,PR,PR00599,EMP016,2,2,approve,2025-02-19 00:00:00,48,19.51,ok
APR000950,PR,PR00599,EMP026,3,3,approve,2025-02-20 00:00:00,48,38.18,ok
APR000951,PR,PR00600,EMP023,1,1,approve,2024-12-02 00:00:00,24,94.87,SLA breach
APR000952,PR,PR00600,EMP014,2,2,approve,2024-12-03 00:00:00,48,31.5,SLA breach
APR000953,PR,PR00601,EMP020,1,1,approve,2024-01-14 00:00:00,24,7.16,ok
APR000954,PR,PR00601,EMP014,2,2,approve,2024-01-14 00:00:00,48,7.97,ok
APR000955,PR,PR00602,EMP020,1,1,approve,2025-10-07 00:00:00,24,15.3,ok
APR000956,PR,PR00602,EMP024,2,2,approve,2025-10-07 00:00:00,48,15.59,ok
APR000957,PR,PR00603,EMP010,1,1,approve,2025-02-02 00:00:00,24,4.12,ok
APR000958,PR,PR00604,EMP032,1,1,approve,2025-03-26 00:00:00,24,79.77,SLA breach
APR000959,PR,PR00604,EMP016,2,2,approve,2025-03-26 00:00:00,48,21.64,SLA breach
APR000960,PR,PR00605,EMP016,1,1,approve,2025-03-16 00:00:00,24,12.91,ok
APR000961,PR,PR00606,EMP015,1,1,approve,2025-07-27 00:00:00,24,21.1,ok
APR000962,PR,PR00608,EMP007,1,1,approve,2024-05-17 00:00:00,24,2.7,ok
APR000963,PR,PR00608,EMP035,2,2,approve,2024-05-18 00:00:00,48,34.33,ok
APR000964,PR,PR00608,EMP022,3,3,approve,2024-05-19 00:00:00,48,42.29,ok
APR000965,PR,PR00609,EMP006,1,1,approve,2024-01-10 00:00:00,24,11.23,ok
APR000966,PR,PR00609,EMP011,2,2,approve,2024-01-11 00:00:00,48,29.31,ok
APR000967,PR,PR00609,EMP034,3,3,approve,2024-01-14 00:00:00,48,80.94,SLA breach
APR000968,PR,PR00610,EMP019,1,1,approve,2025-11-06 00:00:00,24,44.84,SLA breach
APR000969,PR,PR00611,EMP024,1,1,approve,2024-02-20 00:00:00,24,40.15,SLA breach
APR000970,PR,PR00611,EMP026,2,2,approve,2024-02-20 00:00:00,48,5.21,SLA breach
APR000971,PR,PR00612,EMP033,1,1,approve,2024-06-08 00:00:00,24,5.75,ok
APR000972,PR,PR00612,EMP040,2,2,approve,2024-06-08 00:00:00,48,9.11,ok
APR000973,PR,PR00612,EMP024,3,3,approve,2024-06-08 00:00:00,48,1.18,ok
APR000974,PR,PR00613,EMP002,1,1,approve,2025-08-06 00:00:00,24,18.65,ok
APR000975,PR,PR00613,EMP033,2,2,approve,2025-08-10 00:00:00,48,113.45,SLA breach
APR000976,PR,PR00614,EMP027,1,1,approve,2025-05-05 00:00:00,24,70.81,SLA breach
APR000977,PR,PR00616,EMP033,1,1,approve,2025-04-24 00:00:00,24,5.33,ok
APR000978,PR,PR00617,EMP029,1,1,approve,2024-08-27 00:00:00,24,13.14,ok
APR000979,PR,PR00617,EMP004,2,2,approve,2024-09-02 00:00:00,48,166.24,SLA breach
APR000980,PR,PR00619,EMP017,1,1,approve,2025-01-31 00:00:00,24,20.37,ok
APR000981,PR,PR00620,EMP031,1,1,approve,2024-10-16 00:00:00,24,2.55,ok
APR000982,PR,PR00621,EMP031,1,1,approve,2025-06-30 00:00:00,24,85.05,SLA breach
APR000983,PR,PR00621,EMP020,2,2,approve,2025-07-01 00:00:00,48,25.37,SLA breach
APR000984,PR,PR00621,EMP016,3,3,approve,2025-07-01 00:00:00,48,19.02,SLA breach
APR000985,PR,PR00622,EMP037,1,1,approve,2025-06-10 00:00:00,24,9.36,ok
APR000986,PR,PR00622,EMP004,2,2,approve,2025-06-10 00:00:00,48,12.64,ok
APR000987,PR,PR00622,EMP004,3,3,approve,2025-06-11 00:00:00,48,31.44,ok
APR000988,PR,PR00623,EMP039,1,1,approve,2025-09-13 00:00:00,24,61.94,SLA breach
APR000989,PR,PR00625,EMP039,1,1,approve,2024-10-11 00:00:00,24,43.82,SLA breach
APR000990,PR,PR00625,EMP016,2,2,approve,2024-10-18 00:00:00,48,183.08,SLA breach
APR000991,PR,PR00626,EMP019,1,1,approve,2025-08-22 00:00:00,24,1.39,ok
APR000992,PR,PR00627,EMP012,1,1,approve,2025-09-19 00:00:00,24,16.49,ok
APR000993,PR,PR00628,EMP021,1,1,approve,2023-12-24 00:00:00,24,20.83,ok
APR000994,PR,PR00628,EMP031,2,2,approve,2023-12-25 00:00:00,48,29.88,ok
APR000995,PR,PR00629,EMP039,1,1,approve,2024-10-27 00:00:00,24,73.15,SLA breach
APR000996,PR,PR00629,EMP004,2,2,approve,2024-11-02 00:00:00,48,156.64,SLA breach
APR000997,PR,PR00632,EMP032,1,1,approve,2025-05-04 00:00:00,24,12.01,ok
APR000998,PR,PR00632,EMP018,2,2,approve,2025-05-09 00:00:00,48,142.53,SLA breach
APR000999,PR,PR00633,EMP031,1,1,approve,2024-09-11 00:00:00,24,13.7,ok
APR001000,PR,PR00633,EMP021,2,2,approve,2024-09-17 00:00:00,48,155.04,SLA breach
APR001001,PR,PR00633,EMP026,3,3,approve,2024-09-18 00:00:00,48,41.06,SLA breach
APR001002,PR,PR00634,EMP028,1,1,approve,2025-03-03 00:00:00,24,15.13,ok
APR001003,PR,PR00634,EMP003,2,2,approve,2025-03-10 00:00:00,48,183.99,SLA breach
APR001004,PR,PR00634,EMP007,3,3,approve,2025-03-11 00:00:00,48,26.02,SLA breach
APR001005,PR,PR00635,EMP034,1,1,approve,2025-12-19 00:00:00,24,64.72,SLA breach
APR001006,PR,PR00635,EMP010,2,2,approve,2025-12-24 00:00:00,48,129.5,SLA breach
APR001007,PR,PR00636,EMP037,1,1,approve,2025-03-19 00:00:00,24,10.9,ok
APR001008,PR,PR00636,EMP034,2,2,approve,2025-03-24 00:00:00,48,124.17,SLA breach
APR001009,PR,PR00636,EMP024,3,3,approve,2025-03-24 00:00:00,48,18.63,SLA breach
APR001010,PR,PR00637,EMP036,1,1,approve,2024-02-25 00:00:00,24,65.71,SLA breach
APR001011,PR,PR00637,EMP011,2,2,approve,2024-02-26 00:00:00,48,25.98,SLA breach
APR001012,PR,PR00638,EMP015,1,1,approve,2025-08-16 00:00:00,24,6.12,ok
APR001013,PR,PR00638,EMP002,2,2,approve,2025-08-16 00:00:00,48,3.51,ok
APR001014,PR,PR00638,EMP021,3,3,approve,2025-08-16 00:00:00,48,13.28,ok
APR001015,PR,PR00639,EMP004,1,1,approve,2024-11-11 00:00:00,24,14.02,ok
APR001016,PR,PR00640,EMP025,1,1,approve,2025-05-26 00:00:00,24,13.02,ok
APR001017,PR,PR00640,EMP021,2,2,approve,2025-05-26 00:00:00,48,18.57,ok
APR001018,PR,PR00641,EMP001,1,1,approve,2025-01-25 00:00:00,24,12.82,ok
APR001019,PR,PR00641,EMP030,2,2,approve,2025-01-25 00:00:00,48,2.03,ok
APR001020,PR,PR00642,EMP008,1,1,approve,2024-02-28 00:00:00,24,7.49,ok
APR001021,PR,PR00642,EMP001,2,2,approve,2024-02-29 00:00:00,48,25.78,ok
APR001022,PR,PR00643,EMP034,1,1,approve,2024-04-21 00:00:00,24,19.97,ok
APR001023,PR,PR00643,EMP015,2,2,approve,2024-04-22 00:00:00,48,26.5,ok
APR001024,PR,PR00644,EMP004,1,1,approve,2025-05-02 00:00:00,24,6.95,ok
APR001025,PR,PR00644,EMP034,2,2,approve,2025-05-02 00:00:00,48,13.26,ok
APR001026,PR,PR00645,EMP003,1,1,approve,2024-04-09 00:00:00,24,18.14,ok
APR001027,PR,PR00645,EMP006,2,2,approve,2024-04-09 00:00:00,48,2.0,ok
APR001028,PR,PR00646,EMP025,1,1,approve,2025-12-15 00:00:00,24,5.42,ok
APR001029,PR,PR00646,EMP040,2,2,approve,2025-12-16 00:00:00,48,41.4,ok
APR001030,PR,PR00647,EMP024,1,1,approve,2025-10-26 00:00:00,24,36.35,SLA breach
APR001031,PR,PR00647,EMP015,2,2,approve,2025-10-26 00:00:00,48,5.27,SLA breach
APR001032,PR,PR00648,EMP021,1,1,approve,2024-10-19 00:00:00,24,4.11,ok
APR001033,PR,PR00648,EMP004,2,2,approve,2024-10-26 00:00:00,48,172.05,SLA breach
APR001034,PR,PR00648,EMP012,3,3,approve,2024-10-27 00:00:00,48,27.21,SLA breach
APR001035,PR,PR00649,EMP004,1,1,approve,2024-01-17 00:00:00,24,5.49,ok
APR001036,PR,PR00650,EMP028,1,1,approve,2024-02-06 00:00:00,24,16.75,ok
APR001037,PR,PR00651,EMP016,1,1,approve,2024-05-06 00:00:00,24,6.74,ok
APR001038,PR,PR00653,EMP033,1,1,approve,2025-08-27 00:00:00,24,47.42,SLA breach
APR001039,PR,PR00653,EMP001,2,2,approve,2025-08-27 00:00:00,48,23.58,SLA breach
APR001040,PR,PR00655,EMP017,1,1,approve,2024-04-25 00:00:00,24,4.42,ok
APR001041,PR,PR00655,EMP033,2,2,approve,2024-04-26 00:00:00,48,24.57,ok
APR001042,PR,PR00656,EMP028,1,1,approve,2024-08-02 00:00:00,24,72.78,SLA breach
APR001043,PR,PR00656,EMP026,2,2,approve,2024-08-02 00:00:00,48,9.83,SLA breach
APR001044,PR,PR00657,EMP008,1,1,approve,2024-08-29 00:00:00,24,5.22,ok
APR001045,PR,PR00657,EMP010,2,2,approve,2024-08-30 00:00:00,48,33.39,ok
APR001046,PR,PR00657,EMP039,3,3,approve,2024-08-31 00:00:00,48,24.64,ok
APR001047,PR,PR00658,EMP011,1,1,approve,2025-04-04 00:00:00,24,92.72,SLA breach
APR001048,PR,PR00658,EMP019,2,2,approve,2025-04-05 00:00:00,48,25.74,SLA breach
APR001049,PR,PR00659,EMP018,1,1,approve,2024-04-04 00:00:00,24,5.84,ok
APR001050,PR,PR00659,EMP020,2,2,approve,2024-04-05 00:00:00,48,41.29,ok
APR001051,PR,PR00660,EMP022,1,1,approve,2024-03-07 00:00:00,24,5.54,ok
APR001052,PR,PR00663,EMP015,1,1,approve,2024-08-17 00:00:00,24,13.09,ok
APR001053,PR,PR00663,EMP032,2,2,approve,2024-08-24 00:00:00,48,190.61,SLA breach
APR001054,PR,PR00664,EMP019,1,1,approve,2024-06-18 00:00:00,24,11.23,ok
APR001055,PR,PR00664,EMP020,2,2,approve,2024-06-19 00:00:00,48,42.37,ok
APR001056,PR,PR00665,EMP028,1,1,approve,2025-08-15 00:00:00,24,12.79,ok
APR001057,PR,PR00665,EMP029,2,2,approve,2025-08-16 00:00:00,48,37.08,ok
APR001058,PR,PR00665,EMP032,3,3,approve,2025-08-16 00:00:00,48,10.41,ok
APR001059,PR,PR00666,EMP039,1,1,approve,2025-11-27 00:00:00,24,70.9,SLA breach
APR001060,PR,PR00667,EMP029,1,1,approve,2024-09-20 00:00:00,24,8.1,ok
APR001061,PR,PR00667,EMP010,2,2,approve,2024-09-20 00:00:00,48,2.77,ok
APR001062,PR,PR00668,EMP023,1,1,approve,2025-11-03 00:00:00,24,12.48,ok
APR001063,PR,PR00668,EMP017,2,2,approve,2025-11-03 00:00:00,48,1.18,ok
APR001064,PR,PR00669,EMP012,1,1,approve,2025-08-03 00:00:00,24,4.79,ok
APR001065,PR,PR00669,EMP024,2,2,approve,2025-08-08 00:00:00,48,139.71,SLA breach
APR001066,PR,PR00669,EMP026,3,3,approve,2025-08-09 00:00:00,48,29.55,SLA breach
APR001067,PR,PR00670,EMP003,1,1,approve,2025-07-06 00:00:00,24,91.18,SLA breach
APR001068,PR,PR00670,EMP009,2,2,approve,2025-07-07 00:00:00,48,38.88,SLA breach
APR001069,PR,PR00671,EMP009,1,1,approve,2024-07-31 00:00:00,24,12.94,ok
APR001070,PR,PR00671,EMP027,2,2,approve,2024-07-31 00:00:00,48,12.43,ok
APR001071,PR,PR00673,EMP028,1,1,approve,2025-08-06 00:00:00,24,14.3,ok
APR001072,PR,PR00674,EMP008,1,1,approve,2024-04-21 00:00:00,24,20.18,ok
APR001073,PR,PR00675,EMP012,1,1,approve,2025-12-27 00:00:00,24,1.58,ok
APR001074,PR,PR00675,EMP023,2,2,approve,2025-12-30 00:00:00,48,77.77,SLA breach
APR001075,PR,PR00676,EMP023,1,1,approve,2025-09-23 00:00:00,24,53.05,SLA breach
APR001076,PR,PR00677,EMP033,1,1,approve,2025-05-04 00:00:00,24,17.42,ok
APR001077,PR,PR00678,EMP037,1,1,approve,2025-11-25 00:00:00,24,57.42,SLA breach
APR001078,PR,PR00678,EMP014,2,2,approve,2025-11-25 00:00:00,48,22.1,SLA breach
APR001079,PR,PR00678,EMP013,3,3,approve,2025-12-01 00:00:00,48,151.09,SLA breach
APR001080,PR,PR00679,EMP017,1,1,approve,2024-05-07 00:00:00,24,12.28,ok
APR001081,PR,PR00679,EMP012,2,2,approve,2024-05-08 00:00:00,48,42.64,ok
APR001082,PR,PR00679,EMP030,3,3,approve,2024-05-13 00:00:00,48,123.57,SLA breach
APR001083,PR,PR00680,EMP038,1,1,approve,2024-12-24 00:00:00,24,21.42,ok
APR001084,PR,PR00680,EMP016,2,2,approve,2024-12-28 00:00:00,48,117.23,SLA breach
APR001085,PR,PR00681,EMP020,1,1,approve,2024-05-03 00:00:00,24,43.83,SLA breach
APR001086,PR,PR00681,EMP029,2,2,approve,2024-05-03 00:00:00,48,3.23,SLA breach
APR001087,PR,PR00682,EMP028,1,1,approve,2024-04-03 00:00:00,24,5.77,ok
APR001088,PR,PR00682,EMP006,2,2,approve,2024-04-04 00:00:00,48,36.17,ok
APR001089,PR,PR00683,EMP028,1,1,approve,2025-12-01 00:00:00,24,37.01,SLA breach
APR001090,PR,PR00684,EMP009,1,1,approve,2025-03-25 00:00:00,24,4.57,ok
APR001091,PR,PR00685,EMP019,1,1,approve,2024-12-11 00:00:00,24,14.37,ok
APR001092,PR,PR00685,EMP036,2,2,approve,2024-12-16 00:00:00,48,121.87,SLA breach
APR001093,PR,PR00685,EMP024,3,3,approve,2024-12-17 00:00:00,48,41.27,SLA breach
APR001094,PR,PR00687,EMP004,1,1,approve,2025-10-30 00:00:00,24,41.11,SLA breach
APR001095,PR,PR00687,EMP037,2,2,approve,2025-10-31 00:00:00,48,41.31,SLA breach
APR001096,PR,PR00688,EMP023,1,1,approve,2024-08-15 00:00:00,24,19.5,ok
APR001097,PR,PR00688,EMP022,2,2,approve,2024-08-15 00:00:00,48,15.37,ok
APR001098,PR,PR00690,EMP025,1,1,approve,2025-11-08 00:00:00,24,3.79,ok
APR001099,PR,PR00691,EMP037,1,1,approve,2025-01-03 00:00:00,24,17.19,ok
APR001100,PR,PR00693,EMP010,1,1,approve,2025-12-17 00:00:00,24,82.08,SLA breach
APR001101,PR,PR00695,EMP033,1,1,approve,2025-03-24 00:00:00,24,42.91,SLA breach
APR001102,PR,PR00695,EMP003,2,2,approve,2025-03-24 00:00:00,48,21.22,SLA breach
APR001103,PR,PR00695,EMP008,3,3,approve,2025-03-25 00:00:00,48,37.58,SLA breach
APR001104,PR,PR00696,EMP002,1,1,approve,2024-08-30 00:00:00,24,10.05,ok
APR001105,PR,PR00696,EMP037,2,2,approve,2024-08-31 00:00:00,48,33.06,ok
APR001106,PR,PR00696,EMP014,3,3,approve,2024-09-01 00:00:00,48,37.28,ok
APR001107,PR,PR00697,EMP026,1,1,approve,2024-04-09 00:00:00,24,17.46,ok
APR001108,PR,PR00698,EMP032,1,1,approve,2024-12-08 00:00:00,24,5.25,ok
APR001109,PR,PR00698,EMP013,2,2,approve,2024-12-15 00:00:00,48,177.36,SLA breach
APR001110,PR,PR00699,EMP008,1,1,approve,2024-09-15 00:00:00,24,11.57,ok
APR001111,PR,PR00699,EMP006,2,2,approve,2024-09-15 00:00:00,48,12.37,ok
APR001112,PR,PR00700,EMP021,1,1,approve,2025-12-08 00:00:00,24,14.94,ok
APR001113,PR,PR00701,EMP038,1,1,approve,2025-04-18 00:00:00,24,1.44,ok
APR001114,PR,PR00701,EMP039,2,2,approve,2025-04-21 00:00:00,48,75.53,SLA breach
APR001115,PR,PR00701,EMP024,3,3,approve,2025-04-21 00:00:00,48,18.15,SLA breach
APR001116,PR,PR00702,EMP027,1,1,approve,2025-06-09 00:00:00,24,14.89,ok
APR001117,PR,PR00702,EMP011,2,2,approve,2025-06-10 00:00:00,48,24.24,ok
APR001118,PR,PR00703,EMP035,1,1,approve,2024-09-27 00:00:00,24,46.14,SLA breach
APR001119,PR,PR00704,EMP008,1,1,approve,2024-04-23 00:00:00,24,95.33,SLA breach
APR001120,PR,PR00704,EMP017,2,2,approve,2024-04-30 00:00:00,48,183.96,SLA breach
APR001121,PR,PR00705,EMP002,1,1,approve,2024-10-19 00:00:00,24,12.43,ok
APR001122,PR,PR00705,EMP011,2,2,approve,2024-10-19 00:00:00,48,7.9,ok
APR001123,PR,PR00705,EMP038,3,3,approve,2024-10-20 00:00:00,48,25.13,ok
APR001124,PR,PR00706,EMP003,1,1,approve,2023-12-14 00:00:00,24,5.63,ok
APR001125,PR,PR00706,EMP003,2,2,approve,2023-12-15 00:00:00,48,36.48,ok
APR001126,PR,PR00706,EMP033,3,3,approve,2023-12-16 00:00:00,48,38.53,ok
APR001127,PR,PR00708,EMP017,1,1,approve,2025-09-05 00:00:00,24,14.66,ok
APR001128,PR,PR00709,EMP017,1,1,approve,2025-05-17 00:00:00,24,5.75,ok
APR001129,PR,PR00710,EMP014,1,1,approve,2025-06-23 00:00:00,24,17.7,ok
APR001130,PR,PR00710,EMP006,2,2,approve,2025-06-23 00:00:00,48,16.49,ok
APR001131,PR,PR00711,EMP013,1,1,approve,2024-10-22 00:00:00,24,85.43,SLA breach
APR001132,PR,PR00712,EMP027,1,1,approve,2025-10-03 00:00:00,24,12.98,ok
APR001133,PR,PR00712,EMP006,2,2,approve,2025-10-04 00:00:00,48,34.67,ok
APR001134,PR,PR00713,EMP026,1,1,approve,2024-09-20 00:00:00,24,12.66,ok
APR001135,PR,PR00714,EMP014,1,1,approve,2024-04-09 00:00:00,24,17.37,ok
APR001136,PR,PR00714,EMP011,2,2,approve,2024-04-10 00:00:00,48,35.89,ok
APR001137,PR,PR00715,EMP040,1,1,approve,2024-06-18 00:00:00,24,2.2,ok
APR001138,PR,PR00715,EMP032,2,2,approve,2024-06-19 00:00:00,48,26.3,ok
APR001139,PR,PR00716,EMP035,1,1,approve,2025-03-09 00:00:00,24,47.48,SLA breach
APR001140,PR,PR00716,EMP029,2,2,approve,2025-03-09 00:00:00,48,13.78,SLA breach
APR001141,PR,PR00716,EMP035,3,3,approve,2025-03-10 00:00:00,48,26.04,SLA breach
APR001142,PR,PR00717,EMP033,1,1,approve,2025-08-26 00:00:00,24,17.94,ok
APR001143,PR,PR00717,EMP035,2,2,approve,2025-08-26 00:00:00,48,1.22,ok
APR001144,PR,PR00718,EMP034,1,1,approve,2024-04-10 00:00:00,24,3.53,ok
APR001145,PR,PR00719,EMP026,1,1,approve,2024-02-17 00:00:00,24,3.39,ok
APR001146,PR,PR00719,EMP003,2,2,approve,2024-02-18 00:00:00,48,31.55,ok
APR001147,PR,PR00720,EMP017,1,1,approve,2025-02-01 00:00:00,24,18.71,ok
APR001148,PR,PR00721,EMP005,1,1,approve,2024-06-20 00:00:00,24,1.99,ok
APR001149,PR,PR00722,EMP011,1,1,approve,2024-09-10 00:00:00,24,1.64,ok
APR001150,PR,PR00723,EMP030,1,1,approve,2025-07-04 00:00:00,24,15.26,ok
APR001151,PR,PR00725,EMP034,1,1,approve,2025-02-04 00:00:00,24,15.67,ok
APR001152,PR,PR00725,EMP009,2,2,approve,2025-02-05 00:00:00,48,39.26,ok
APR001153,PR,PR00727,EMP004,1,1,approve,2024-03-16 00:00:00,24,3.22,ok
APR001154,PR,PR00727,EMP024,2,2,approve,2024-03-16 00:00:00,48,7.34,ok
APR001155,PR,PR00727,EMP022,3,3,approve,2024-03-17 00:00:00,48,38.86,ok
APR001156,PR,PR00729,EMP037,1,1,approve,2024-09-04 00:00:00,24,65.53,SLA breach
APR001157,PR,PR00730,EMP005,1,1,approve,2025-03-29 00:00:00,24,7.73,ok
APR001158,PR,PR00731,EMP021,1,1,approve,2025-03-03 00:00:00,24,73.55,SLA breach
APR001159,PR,PR00731,EMP014,2,2,approve,2025-03-09 00:00:00,48,154.08,SLA breach
APR001160,PR,PR00732,EMP007,1,1,approve,2024-05-22 00:00:00,24,18.51,ok
