po_id,po_number,po_date,pr_id,vendor_id,item_id,quantity,unit_price,total_amount,discount,tax_amount,freight_cost,currency,exchange_rate,payment_terms,delivery_date_promised,delivery_date_actual,incoterms,contract_id,status,is_split_po,parent_po_id
PO00403,PO202400403,2024-10-14,PR00489,VEN015,ITM0002,1.00,34861.66,38122.45,1197.04,3703.11,754.72,IDR,1.0,Net 45,2024-10-21,2024-10-16,DDP,CTR008,closed,false,
PO00404,PO202400404,2024-07-16,PR00491,VEN013,ITM0025,100.00,31.97,3506.95,37.66,347.54,0.00,IDR,1.0,Net 90,2024-08-01,2024-07-31,FOB,,closed,false,
PO00405,PO202500405,2025-11-18,PR00492,VEN026,ITM0018,200.00,136.22,29493.71,673.08,2922.80,0.00,IDR,1.0,Net 30,2025-12-30,2025-12-11,DDP,CTR004,closed,false,
PO00406,PO202500406,2025-12-31,PR00493,VEN005,ITM0006,1.00,7321.63,8129.60,178.81,785.71,201.07,IDR,1.0,Net 90,2026-02-14,2026-01-07,CIF,,closed,false,
PO00407,PO202500407,2025-04-10,PR00494,VEN023,ITM0016,5000.00,48.22,257330.83,9253.14,25501.25,0.00,IDR,1.0,Net 90,2025-04-19,2025-04-11,CIF,CTR004,closed,false,
PO00408,PO202400408,2024-11-11,PR00495,VEN021,ITM0004,1.00,11379.57,12230.33,499.76,1196.78,153.74,IDR,1.0,Net 90,2024-12-22,2024-11-20,EXW,CTR008,cancelled,false,
PO00409,PO202500409,2025-11-18,PR00499,VEN008,ITM0015,200.00,7.86,1690.01,49.70,167.48,0.00,IDR,1.0,Net 60,2025-12-29,2025-11-23,FOB,CTR004,closed,false,
PO00410,PO202400410,2024-08-21,PR00500,VEN027,ITM0020,20.00,23886.68,531760.17,6894.07,51792.34,9128.37,IDR,1.0,Net 45,2024-09-09,2024-08-21,EXW,CTR025,closed,false,
PO00411,PO202500411,2025-05-15,PR00501,VEN014,ITM0025,1000.00,46.69,51722.14,92.49,5125.62,0.00,IDR,1.0,Net 45,2025-06-19,2025-07-09,EXW,CTR013,closed,false,
PO00412,PO202500412,2025-08-15,PR00503,VEN025,ITM0032,20.00,10167.79,221169.35,9428.53,21332.01,5910.01,IDR,1.0,COD,2025-09-11,2025-08-20,FOB,CTR003,closed,false,
PO00413,PO202500413,2025-08-01,PR00504,VEN010,ITM0001,4.00,11481.16,50470.84,1187.29,4921.11,812.38,IDR,1.0,Net 60,2025-08-21,2025-08-01,EXW,CTR008,closed,false,
PO00414,PO202400414,2024-10-06,PR00505,VEN019,ITM0014,1.00,13275.93,14646.05,199.93,1438.36,131.70,IDR,1.0,Net 90,2024-10-16,2024-10-14,DDP,CTR011,closed,false,
PO00415,PO202400415,2024-03-05,PR00506,VEN023,ITM0013,200.00,685.42,145620.43,5894.02,14430.85,0.00,IDR,1.0,Net 90,2024-03-27,2024-03-21,CIF,,closed,false,
PO00416,PO202400416,2024-04-26,PR00507,VEN018,ITM0017,100.00,106.18,11589.67,176.93,1148.53,0.00,IDR,1.0,Net 45,2024-05-22,2024-05-08,DDP,CTR018,partial,false,
PO00417,PO202400417,2024-12-08,PR00509,VEN013,ITM0025,1000.00,33.22,36578.26,264.50,3624.87,0.00,IDR,1.0,Net 90,2025-01-01,2025-01-16,CIF,CTR013,closed,false,
PO00418,PO202400418,2024-07-26,PR00510,VEN016,ITM0025,500.00,36.86,20056.86,362.46,1987.62,0.00,IDR,1.0,COD,2024-08-11,2024-08-10,FOB,CTR013,closed,false,
PO00419,PO202400419,2024-04-30,PR00511,VEN016,ITM0002,25.00,32571.58,913749.24,7998.74,88691.99,18766.45,IDR,1.0,Net 90,2024-06-01,2024-05-17,CIF,CTR021,open,false,
PO00420,PO202500420,2025-09-08,PR00512,VEN022,ITM0006,100.00,5065.10,564523.13,2720.88,55416.83,5316.90,IDR,1.0,COD,2025-09-16,2025-09-11,FOB,CTR008,closed,false,
PO00421,PO202500421,2025-06-30,PR00513,VEN002,ITM0019,20.00,8961.49,200679.68,2791.96,19408.17,4833.61,IDR,1.0,Net 45,2025-07-09,2025-07-08,DDP,CTR025,closed,false,
PO00422,PO202400422,2024-08-23,PR00514,VEN010,ITM0022,200.00,43.96,9702.33,51.00,961.49,0.00,IDR,1.0,Net 45,2024-09-05,2024-08-27,CIF,CTR013,partial,false,
PO00423,PO202400423,2024-05-15,PR00515,VEN028,ITM0030,50.00,276.51,14857.61,440.45,1472.38,0.00,IDR,1.0,Net 60,2024-05-29,2024-05-21,EXW,,closed,false,
PO00424,PO202500424,2025-03-03,PR00516,VEN009,ITM0036,100.00,1736.97,187735.36,4565.72,18604.41,0.00,IDR,1.0,Net 60,2025-04-06,2025-03-21,CIF,CTR002,cancelled,false,
PO00425,PO202400425,2024-03-30,PR00517,VEN019,ITM0007,10.00,1961.77,21358.92,375.47,2116.65,0.00,IDR,1.0,Net 30,2024-05-06,2024-04-01,EXW,,partial,false,
PO00426,PO202400426,2024-04-15,PR00518,VEN021,ITM0001,10.00,17096.32,189173.45,1220.89,18671.65,759.50,IDR,1.0,Net 45,2024-05-27,2024-04-15,CIF,CTR008,closed,false,
PO00427,PO202400427,2024-04-14,PR00519,VEN012,ITM0016,200.00,61.29,12975.52,567.91,1285.86,0.00,IDR,1.0,Net 30,2024-04-25,2024-04-18,EXW,,closed,false,
PO00428,PO202500428,2025-04-25,PR00520,VEN010,ITM0030,100.00,204.56,22575.15,118.04,2237.18,0.00,IDR,1.0,Net 45,2025-05-08,2025-05-05,DDP,CTR016,partial,false,
PO00429,PO202500429,2025-09-07,PR00521,VEN018,ITM0002,50.00,44195.30,2384715.54,83545.25,233884.18,24611.57,IDR,1.0,Net 30,2025-09-19,2025-09-09,CIF,CTR008,closed,false,
PO00430,PO202400430,2024-08-13,PR00522,VEN009,ITM0033,500.00,872.80,477767.71,5976.62,47346.35,0.00,IDR,1.0,Net 90,2024-08-28,2024-08-23,DDP,CTR003,partial,false,
PO00431,PO202400431,2024-06-21,PR00524,VEN002,ITM0015,2500.00,6.83,18876.83,74.31,1870.68,0.00,IDR,1.0,Net 90,2024-08-01,2024-08-09,CIF,CTR004,closed,false,
PO00432,PO202400432,2024-05-04,PR00525,VEN006,ITM0038,40.00,3163.72,140454.71,13.05,13918.94,0.00,IDR,1.0,Net 15,2024-05-12,2024-05-09,CIF,CTR009,closed,false,
PO00433,PO202400433,2024-01-31,PR00526,VEN024,ITM0023,250.00,42.66,11400.11,394.65,1129.74,0.00,IDR,1.0,COD,2024-02-25,2024-02-11,FOB,CTR013,closed,false,
PO00434,PO202400434,2024-04-08,PR00527,VEN006,ITM0037,50.00,49007.73,2659962.15,83282.83,260381.38,32477.35,IDR,1.0,Net 90,2024-05-15,2024-04-21,CIF,CTR002,closed,false,
PO00435,PO202400435,2024-04-25,PR00528,VEN020,ITM0010,100.00,9699.92,1062307.44,18429.33,104671.89,6072.88,IDR,1.0,Net 90,2024-06-05,2024-05-01,DDP,CTR001,closed,false,
PO00436,PO202400436,2024-10-08,PR00529,VEN027,ITM0002,100.00,36031.83,4034469.03,62231.69,389504.61,104013.37,IDR,1.0,Net 45,2024-11-15,2024-11-29,DDP,CTR008,closed,false,
PO00437,PO202500437,2025-03-07,PR00531,VEN029,ITM0029,200.00,94.57,20477.07,466.65,2029.26,0.00,IDR,1.0,COD,2025-03-14,2025-03-12,DDP,CTR016,open,false,
PO00438,PO202400438,2024-08-23,PR00532,VEN005,ITM0034,20.00,21146.40,463171.35,13325.19,45056.30,8512.30,IDR,1.0,COD,2024-09-26,2024-08-30,CIF,,closed,false,
PO00439,PO202400439,2024-09-04,PR00533,VEN022,ITM0029,5000.00,56.99,311872.93,3988.40,30906.33,0.00,IDR,1.0,Net 15,2024-09-14,2024-09-07,FOB,,closed,false,
PO00440,PO202500440,2025-07-07,PR00534,VEN017,ITM0014,20.00,17083.60,374771.50,11738.20,36292.72,8544.92,IDR,1.0,Net 45,2025-08-16,2025-07-13,DDP,CTR011,closed,false,
PO00441,PO202500441,2025-12-31,PR00536,VEN004,ITM0006,25.00,5336.55,143017.64,5769.06,14040.90,1332.16,IDR,1.0,COD,2026-01-20,2026-01-08,EXW,CTR008,closed,false,
PO00442,PO202400442,2024-11-15,PR00537,VEN022,ITM0026,1000.00,99.39,107478.01,2561.43,10650.97,0.00,IDR,1.0,Net 45,2024-12-02,2024-12-19,DDP,,open,false,
PO00443,PO202400443,2024-12-22,PR00540,VEN021,ITM0031,1000.00,367.71,388481.71,17729.50,38498.19,0.00,IDR,1.0,Net 60,2025-01-28,2025-01-19,DDP,CTR016,closed,false,
PO00444,PO202500444,2025-02-16,PR00541,VEN010,ITM0027,1000.00,135.37,147411.38,2571.18,14608.33,0.00,IDR,1.0,Net 15,2025-03-18,2025-03-02,CIF,CTR016,cancelled,false,
PO00445,PO202400445,2024-05-10,PR00542,VEN003,ITM0038,10.00,3278.55,34739.96,1488.25,3442.70,0.00,IDR,1.0,Net 60,2024-05-19,2024-05-11,CIF,,closed,false,
PO00446,PO202400446,2024-08-26,PR00543,VEN017,ITM0019,5.00,9893.05,54478.51,593.74,5375.86,231.15,IDR,1.0,Net 45,2024-09-07,2024-09-02,DDP,CTR025,partial,false,
PO00447,PO202400447,2024-11-23,PR00544,VEN023,ITM0003,5.00,2413.34,13298.08,86.42,1317.83,0.00,IDR,1.0,Net 30,2024-12-25,2025-01-03,CIF,CTR008,partial,false,
PO00448,PO202500448,2025-09-25,PR00545,VEN019,ITM0039,10.00,16052.56,180580.46,1846.97,17454.65,4447.18,IDR,1.0,Net 15,2025-10-16,2025-10-08,DDP,CTR009,closed,false,
PO00449,PO202400449,2024-04-08,PR00546,VEN010,ITM0037,500.00,36967.19,20239599.40,558814.81,1971725.88,343092.80,IDR,1.0,Net 60,2024-04-23,2024-04-11,DDP,CTR002,closed,false,
PO00450,PO202400450,2024-03-30,PR00548,VEN029,ITM0026,500.00,133.16,71264.41,2377.31,7062.24,0.00,IDR,1.0,COD,2024-04-06,2024-04-02,FOB,CTR013,closed,false,
PO00451,PO202500451,2025-05-09,PR00550,VEN023,ITM0013,1000.00,684.74,749812.59,9236.15,74305.75,0.00,IDR,1.0,Net 15,2025-05-27,2025-05-23,EXW,CTR011,partial,false,
PO00452,PO202500452,2025-07-03,PR00551,VEN016,ITM0003,500.00,2149.98,1146374.74,42220.04,113604.70,0.00,IDR,1.0,Net 90,2025-08-06,2025-07-31,EXW,CTR021,closed,false,
PO00453,PO202400453,2024-02-20,PR00552,VEN029,ITM0035,20.00,174023.25,3747667.48,151849.37,366147.72,52904.10,IDR,1.0,Net 60,2024-04-02,2024-03-05,DDP,CTR002,partial,false,
PO00454,PO202500454,2025-08-01,PR00554,VEN025,ITM0002,40.00,38032.78,1672577.93,43140.17,162598.82,31808.02,IDR,1.0,Net 90,2025-08-22,2025-09-09,EXW,CTR008,partial,false,
PO00455,PO202500455,2025-01-27,PR00555,VEN023,ITM0009,1.00,60246.50,66097.85,2173.55,6388.03,1636.86,IDR,1.0,Net 30,2025-02-12,2025-02-07,CIF,CTR001,closed,false,
PO00456,PO202500456,2025-02-06,PR00556,VEN007,ITM0034,4.00,22586.55,99285.52,3155.51,9590.97,2503.87,IDR,1.0,Net 90,2025-02-21,2025-02-09,DDP,CTR003,closed,false,
PO00457,PO202400457,2024-09-20,PR00557,VEN013,ITM0012,5.00,16998.55,93944.33,2540.06,9069.80,2421.84,IDR,1.0,Net 90,2024-10-28,2024-11-09,CIF,CTR011,open,false,
PO00458,PO202400458,2024-12-11,PR00558,VEN022,ITM0006,1.00,5258.01,5789.34,95.12,567.92,58.54,IDR,1.0,Net 90,2025-01-16,2024-12-15,FOB,,closed,false,
PO00459,PO202400459,2024-03-27,PR00559,VEN014,ITM0011,20.00,14153.68,313360.58,7207.53,30345.27,7149.19,IDR,1.0,Net 45,2024-04-08,2024-04-07,CIF,CTR011,closed,false,
PO00460,PO202400460,2024-05-20,PR00560,VEN016,ITM0029,1000.00,72.55,79282.71,1123.35,7856.85,0.00,IDR,1.0,Net 60,2024-05-30,2024-05-25,DDP,CTR016,closed,false,
PO00461,PO202400461,2024-07-25,PR00562,VEN004,ITM0021,2.00,12634.51,27049.11,1062.68,2662.70,180.09,IDR,1.0,COD,2024-08-06,2024-08-05,DDP,CTR025,closed,false,
PO00462,PO202500462,2025-05-12,PR00563,VEN009,ITM0016,2000.00,69.93,154155.01,991.45,15276.62,0.00,IDR,1.0,Net 90,2025-06-10,2025-06-07,DDP,,closed,false,
PO00463,PO202500463,2025-04-10,PR00564,VEN013,ITM0023,2500.00,27.26,72526.28,2804.67,7187.29,0.00,IDR,1.0,Net 30,2025-04-27,2025-05-06,EXW,CTR013,partial,false,
PO00464,PO202500464,2025-12-27,PR00565,VEN014,ITM0030,100.00,282.09,30468.46,759.73,3019.40,0.00,IDR,1.0,COD,2026-01-27,2026-01-26,CIF,CTR016,closed,false,
PO00465,PO202400465,2024-12-18,PR00566,VEN013,ITM0012,100.00,17419.29,1949221.37,7138.08,190827.05,23602.93,IDR,1.0,Net 45,2025-01-26,2025-01-17,FOB,,closed,false,
PO00466,PO202500466,2025-05-03,PR00567,VEN020,ITM0038,2.00,3141.07,6888.36,76.41,682.63,0.00,IDR,1.0,Net 90,2025-05-22,2025-05-08,EXW,CTR009,cancelled,false,
PO00467,PO202500467,2025-01-25,PR00568,VEN013,ITM0012,50.00,19621.59,1090554.30,636.13,107848.77,2262.17,IDR,1.0,Net 90,2025-02-23,2025-02-15,CIF,CTR011,closed,false,
PO00468,PO202400468,2024-03-28,PR00569,VEN014,ITM0011,20.00,14474.70,307926.22,12911.09,30424.12,919.21,IDR,1.0,Net 60,2024-04-08,2024-04-08,FOB,CTR011,closed,false,
PO00469,PO202400469,2024-03-09,PR00570,VEN013,ITM0035,5.00,138434.51,763586.27,18042.05,74154.36,15301.41,IDR,1.0,COD,2024-03-18,2024-03-15,DDP,CTR002,closed,false,
PO00470,PO202400470,2024-12-02,PR00571,VEN014,ITM0006,50.00,7494.13,410744.59,12109.37,39885.66,8262.00,IDR,1.0,Net 60,2024-12-15,2024-12-10,CIF,CTR008,partial,false,
PO00471,PO202500471,2025-08-10,PR00572,VEN010,ITM0020,200.00,19845.32,4239408.18,194459.28,415206.53,49596.84,IDR,1.0,Net 60,2025-08-17,2025-08-14,CIF,,closed,false,
PO00472,PO202400472,2024-08-01,PR00573,VEN022,ITM0005,1.00,1116.17,1190.91,43.27,118.02,0.00,IDR,1.0,COD,2024-08-30,2024-08-18,FOB,CTR008,closed,false,
PO00473,PO202500473,2025-10-31,PR00574,VEN010,ITM0010,1.00,16982.86,18129.92,766.38,1783.81,129.61,IDR,1.0,Net 30,2025-12-09,2025-11-23,CIF,CTR001,closed,false,
PO00474,PO202500474,2025-07-26,PR00575,VEN026,ITM0034,10.00,22797.55,247478.33,6263.03,24388.37,1377.49,IDR,1.0,Net 30,2025-09-08,2025-08-16,DDP,CTR003,closed,false,
PO00475,PO202400475,2024-02-16,PR00576,VEN015,ITM0007,5.00,1876.28,10373.46,35.92,1028.00,0.00,IDR,1.0,Net 15,2024-03-26,2024-02-17,EXW,CTR001,closed,false,
PO00476,PO202400476,2024-01-20,PR00577,VEN011,ITM0018,500.00,229.18,120958.09,5616.75,11986.84,0.00,IDR,1.0,Net 15,2024-02-11,2024-02-11,CIF,CTR010,closed,false,
PO00477,PO202400477,2024-02-23,PR00578,VEN023,ITM0013,50.00,324.90,17249.37,705.23,1709.40,0.00,IDR,1.0,Net 15,2024-04-01,2024-03-27,CIF,CTR011,closed,false,
PO00478,PO202500478,2025-10-05,PR00579,VEN017,ITM0026,100.00,153.93,16828.66,232.01,1667.71,0.00,IDR,1.0,Net 60,2025-11-10,2025-11-01,CIF,,closed,false,
PO00479,PO202400479,2024-01-29,PR00581,VEN016,ITM0016,100.00,48.92,5374.10,50.87,532.57,0.00,IDR,1.0,COD,2024-03-13,2024-01-31,EXW,CTR012,closed,false,
PO00480,PO202400480,2024-12-07,PR00582,VEN012,ITM0028,500.00,638.04,341085.63,11733.68,33801.28,0.00,IDR,1.0,Net 60,2025-01-20,2025-02-13,FOB,CTR016,closed,false,
PO00481,PO202500481,2025-04-11,PR00583,VEN016,ITM0020,50.00,20570.04,1124462.12,19174.56,111026.00,4108.88,IDR,1.0,Net 90,2025-05-09,2025-05-30,FOB,CTR025,closed,false,
PO00482,PO202500482,2025-05-07,PR00584,VEN019,ITM0040,4.00,2776.67,12019.98,277.86,1191.17,0.00,IDR,1.0,Net 45,2025-05-30,2025-05-16,EXW,CTR009,closed,false,
PO00483,PO202500483,2025-07-21,PR00588,VEN012,ITM0022,250.00,54.52,14378.38,676.56,1424.88,0.00,IDR,1.0,COD,2025-08-01,2025-07-27,CIF,CTR013,closed,false,
PO00484,PO202400484,2024-04-04,PR00589,VEN016,ITM0010,200.00,20265.33,4523022.71,11933.45,444524.48,37366.65,IDR,1.0,Net 30,2024-05-09,2024-04-09,FOB,CTR001,closed,false,
PO00485,PO202400485,2024-12-06,PR00590,VEN024,ITM0036,5.00,1774.03,9658.51,168.77,957.15,0.00,IDR,1.0,COD,2024-12-18,2024-12-18,CIF,CTR002,partial,false,
PO00486,PO202500486,2025-12-31,PR00591,VEN012,ITM0032,100.00,11570.83,1275660.40,36687.91,123243.47,32021.71,IDR,1.0,Net 15,2026-01-29,2026-01-24,FOB,,closed,false,
PO00487,PO202500487,2025-12-10,PR00594,VEN002,ITM0022,2000.00,22.46,48579.96,1146.27,4814.23,0.00,IDR,1.0,Net 15,2026-01-10,2025-12-25,FOB,,closed,false,
PO00488,PO202400488,2024-10-10,PR00595,VEN029,ITM0029,100.00,101.79,11257.12,37.37,1115.57,0.00,IDR,1.0,Net 15,2024-10-24,2024-10-22,EXW,CTR016,closed,false,
PO00489,PO202400489,2024-05-09,PR00596,VEN016,ITM0026,5000.00,96.61,512053.70,21764.17,50744.06,0.00,IDR,1.0,Net 30,2024-06-18,2024-05-24,EXW,CTR013,closed,false,
PO00490,PO202500490,2025-03-14,PR00597,VEN008,ITM0036,4.00,1659.30,7011.66,320.37,694.85,0.00,IDR,1.0,Net 30,2025-03-25,2025-03-18,CIF,CTR002,closed,false,
PO00491,PO202400491,2024-12-21,PR00598,VEN025,ITM0023,2500.00,36.02,99531.34,386.61,9863.47,0.00,IDR,1.0,Net 15,2025-01-17,2025-01-10,EXW,CTR013,closed,false,
PO00492,PO202500492,2025-02-24,PR00599,VEN019,ITM0004,5.00,9442.61,50597.19,1763.10,4999.49,147.77,IDR,1.0,Net 60,2025-03-23,2025-03-09,CIF,CTR008,closed,false,
PO00493,PO202400493,2024-12-06,PR00600,VEN030,ITM0026,50.00,152.19,8083.02,327.55,801.02,0.00,IDR,1.0,Net 15,2025-01-13,2024-12-26,CIF,CTR013,closed,false,
PO00494,PO202400494,2024-02-02,PR00601,VEN019,ITM0040,2.00,2704.24,5874.51,116.13,582.16,0.00,IDR,1.0,Net 60,2024-03-14,2024-02-17,DDP,CTR009,closed,false,
PO00495,PO202500495,2025-10-15,PR00602,VEN025,ITM0015,1000.00,7.01,7596.59,163.49,752.82,0.00,IDR,1.0,Net 30,2025-10-25,2025-10-20,CIF,CTR004,closed,false,
PO00496,PO202500496,2025-02-08,PR00603,VEN011,ITM0033,1000.00,771.90,815392.24,37311.20,80804.64,0.00,IDR,1.0,Net 60,2025-03-22,2025-03-17,DDP,CTR003,partial,false,
PO00497,PO202500497,2025-03-26,PR00604,VEN024,ITM0014,50.00,17088.94,951486.79,5318.32,93404.18,8953.74,IDR,1.0,Net 60,2025-05-08,2025-03-28,EXW,CTR011,closed,false,
PO00498,PO202500498,2025-03-24,PR00605,VEN015,ITM0025,2500.00,41.14,109772.24,3963.35,10878.33,0.00,IDR,1.0,COD,2025-04-27,2025-04-08,DDP,CTR013,closed,false,
PO00499,PO202500499,2025-07-30,PR00606,VEN025,ITM0018,50.00,109.85,5837.37,233.73,578.48,0.00,IDR,1.0,Net 45,2025-08-26,2025-08-23,FOB,CTR004,closed,false,
PO00500,PO202400500,2024-05-24,PR00608,VEN013,ITM0034,1.00,15939.96,17116.54,689.52,1677.55,188.56,IDR,1.0,Net 60,2024-06-28,2024-07-21,EXW,CTR003,closed,false,
PO00501,PO202400501,2024-01-19,PR00609,VEN002,ITM0010,10.00,21361.93,235948.09,2594.77,23212.70,1710.85,IDR,1.0,Net 30,2024-02-01,2024-01-26,DDP,,closed,false,
PO00502,PO202500502,2025-11-08,PR00610,VEN004,ITM0028,200.00,608.40,129353.62,5144.32,12818.83,0.00,IDR,1.0,Net 90,2025-12-20,2025-11-27,CIF,,closed,false,
PO00503,PO202400503,2024-03-08,PR00611,VEN020,ITM0015,1000.00,8.44,9305.44,60.03,922.16,0.00,IDR,1.0,Net 90,2024-04-13,2024-04-06,EXW,CTR004,closed,false,
PO00504,PO202400504,2024-06-22,PR00612,VEN019,ITM0028,5000.00,690.80,3664217.03,152906.92,363120.61,0.00,IDR,1.0,Net 60,2024-07-04,2024-06-27,CIF,CTR016,closed,false,
PO00505,PO202500505,2025-08-09,PR00613,VEN019,ITM0006,50.00,6359.43,357410.06,905.96,34877.22,5467.17,IDR,1.0,Net 30,2025-08-24,2025-08-21,DDP,,closed,false,
PO00506,PO202500506,2025-05-13,PR00614,VEN028,ITM0028,1000.00,725.94,776685.64,26226.98,76968.85,0.00,IDR,1.0,Net 90,2025-06-10,2025-05-28,EXW,CTR016,closed,false,
PO00507,PO202500507,2025-05-10,PR00616,VEN016,ITM0037,10.00,34336.38,370165.82,16194.29,35988.64,7007.71,IDR,1.0,Net 45,2025-06-23,2025-06-11,EXW,CTR002,closed,false,
PO00508,PO202400508,2024-09-10,PR00617,VEN026,ITM0027,2500.00,440.96,1177197.57,41851.65,116659.22,0.00,IDR,1.0,Net 60,2024-09-24,2024-09-19,FOB,CTR016,closed,false,
PO00509,PO202500509,2025-02-12,PR00619,VEN007,ITM0009,5.00,35182.40,188953.15,7283.00,18549.19,1774.94,IDR,1.0,COD,2025-03-21,2025-03-05,FOB,CTR001,closed,false,
PO00510,PO202400510,2024-11-05,PR00620,VEN011,ITM0024,2500.00,559.70,1483335.53,62920.00,146997.21,0.00,IDR,1.0,COD,2024-12-02,2024-11-18,CIF,CTR013,cancelled,false,
PO00511,PO202500511,2025-07-06,PR00621,VEN017,ITM0037,250.00,50521.05,14102426.79,115409.84,1376633.73,210940.99,IDR,1.0,Net 30,2025-08-12,2025-07-26,DDP,,closed,false,
PO00512,PO202500512,2025-06-14,PR00622,VEN009,ITM0024,100.00,582.73,61744.97,2647.20,6118.87,0.00,IDR,1.0,Net 60,2025-07-09,2025-07-09,EXW,CTR013,closed,false,
PO00513,PO202500513,2025-09-30,PR00623,VEN013,ITM0009,40.00,25866.30,1113226.44,50461.59,108260.95,20775.07,IDR,1.0,Net 30,2025-10-15,2025-10-04,CIF,,partial,false,
PO00514,PO202400514,2024-10-16,PR00625,VEN029,ITM0002,200.00,38410.68,8601880.37,68300.80,837521.78,150524.21,IDR,1.0,Net 90,2024-11-20,2024-11-12,CIF,CTR008,closed,false,
PO00515,PO202500515,2025-09-10,PR00626,VEN012,ITM0025,200.00,40.51,8781.13,190.75,870.20,0.00,IDR,1.0,Net 90,2025-09-20,2025-09-10,FOB,CTR013,closed,false,
PO00516,PO202500516,2025-09-30,PR00627,VEN008,ITM0003,1.00,3079.84,3350.93,60.98,332.07,0.00,IDR,1.0,Net 30,2025-10-23,2025-10-10,FOB,CTR008,cancelled,false,
PO00517,PO202400517,2024-01-12,PR00628,VEN009,ITM0034,4.00,21247.33,90787.72,3387.89,8976.16,210.14,IDR,1.0,Net 60,2024-02-03,2024-01-12,CIF,CTR003,closed,false,
PO00518,PO202400518,2024-11-03,PR00629,VEN003,ITM0027,2500.00,216.59,587717.31,11990.06,58242.26,0.00,IDR,1.0,Net 60,2024-11-27,2024-11-10,CIF,CTR016,closed,false,
PO00519,PO202500519,2025-05-14,PR00632,VEN008,ITM0016,50.00,67.87,3635.07,118.47,360.23,0.00,IDR,1.0,Net 60,2025-05-30,2025-05-23,FOB,CTR004,closed,false,
PO00520,PO202400520,2024-09-25,PR00633,VEN016,ITM0003,1.00,2365.53,2595.46,27.28,257.21,0.00,IDR,1.0,COD,2024-10-10,2024-10-26,DDP,CTR021,partial,false,
PO00521,PO202500521,2025-03-22,PR00634,VEN002,ITM0021,50.00,15324.56,829131.49,35110.89,80422.87,17591.61,IDR,1.0,Net 90,2025-04-04,2025-04-02,FOB,CTR025,closed,false,
PO00522,PO202500522,2025-12-31,PR00635,VEN003,ITM0023,1000.00,41.08,45243.93,321.66,4483.63,0.00,IDR,1.0,Net 30,2026-02-11,2026-02-11,CIF,CTR013,closed,false,
PO00523,PO202500523,2025-03-30,PR00636,VEN025,ITM0034,10.00,19597.42,215912.58,5498.91,20952.28,4485.03,IDR,1.0,Net 30,2025-04-11,2025-04-04,EXW,CTR003,closed,false,
PO00524,PO202400524,2024-03-04,PR00637,VEN027,ITM0034,20.00,20732.61,461307.29,2233.55,45366.06,3522.53,IDR,1.0,Net 90,2024-03-20,2024-03-07,CIF,,closed,false,
PO00525,PO202500525,2025-08-23,PR00638,VEN019,ITM0014,25.00,15035.73,421397.05,5773.97,40713.13,10564.54,IDR,1.0,Net 30,2025-09-30,2025-09-09,DDP,,cancelled,false,
PO00526,PO202400526,2024-11-17,PR00639,VEN025,ITM0027,200.00,174.11,38405.18,221.80,3805.92,0.00,IDR,1.0,Net 30,2024-12-02,2024-11-26,DDP,,closed,false,
PO00527,PO202500527,2025-06-03,PR00640,VEN011,ITM0001,1.00,12823.95,14080.62,250.65,1383.06,124.25,IDR,1.0,COD,2025-06-28,2025-06-07,EXW,,closed,false,
PO00528,PO202500528,2025-02-09,PR00641,VEN027,ITM0005,10.00,1303.33,13897.02,513.48,1377.18,0.00,IDR,1.0,COD,2025-03-24,2025-02-16,CIF,CTR008,partial,false,
PO00529,PO202400529,2024-03-05,PR00642,VEN009,ITM0015,1000.00,7.75,8408.96,174.55,833.32,0.00,IDR,1.0,COD,2024-04-04,2024-03-23,DDP,CTR004,open,false,
PO00530,PO202400530,2024-05-08,PR00643,VEN015,ITM0010,10.00,21805.86,242252.18,1161.63,23858.67,1496.49,IDR,1.0,Net 15,2024-06-02,2024-05-28,FOB,CTR001,closed,false,
PO00531,PO202500531,2025-05-15,PR00644,VEN008,ITM0026,5000.00,139.60,751559.83,20920.75,74478.90,0.00,IDR,1.0,COD,2025-06-15,2025-06-01,DDP,CTR013,closed,false,
PO00532,PO202400532,2024-04-13,PR00645,VEN021,ITM0015,100.00,8.21,898.15,12.06,89.01,0.00,IDR,1.0,Net 60,2024-05-11,2024-04-26,CIF,CTR004,closed,false,
PO00533,PO202500533,2025-12-27,PR00646,VEN024,ITM0014,1.00,15930.27,17059.95,662.28,1679.48,112.48,IDR,1.0,Net 90,2026-01-16,2026-02-15,CIF,CTR011,closed,false,
PO00534,PO202500534,2025-11-05,PR00647,VEN015,ITM0036,1.00,1469.86,1593.82,33.99,157.95,0.00,IDR,1.0,Net 45,2025-11-19,2025-11-25,DDP,CTR002,closed,false,
PO00535,PO202400535,2024-10-30,PR00648,VEN012,ITM0021,2.00,15831.02,35096.20,84.85,3473.49,45.51,IDR,1.0,Net 30,2024-11-13,2024-11-10,DDP,,partial,false,
PO00536,PO202400536,2024-02-01,PR00649,VEN017,ITM0036,20.00,1580.42,34625.02,414.70,3431.31,0.00,IDR,1.0,Net 30,2024-03-10,2024-03-01,DDP,CTR002,closed,false,
PO00537,PO202400537,2024-02-21,PR00650,VEN017,ITM0006,10.00,7840.64,85633.22,1660.49,8442.06,445.21,IDR,1.0,Net 15,2024-04-05,2024-03-21,CIF,CTR008,closed,false,
