budget_id,cost_center_id,category_id,period,budget_amount,committed_amount,actual_amount,currency
BUD00996,CC009,CAT003,2025-09,325129000.00,188911924.37,200998546.31,IDR
BUD00997,CC010,CAT010,2025-09,501467000.00,285650907.91,294969428.53,IDR
BUD00998,CC010,CAT009,2025-09,510365000.00,292157111.11,293427012.83,IDR
BUD00999,CC010,CAT003,2025-09,480064000.00,355340801.99,381602634.28,IDR
BUD01000,CC010,CAT001,2025-09,576774000.00,299025664.64,270058526.21,IDR
BUD01001,CC011,CAT006,2025-09,495459000.00,296546825.43,254571830.63,IDR
BUD01002,CC011,CAT002,2025-09,571083000.00,281863739.16,258352795.34,IDR
BUD01003,CC011,CAT007,2025-09,143895000.00,88340064.95,47998858.56,IDR
BUD01004,CC011,CAT009,2025-09,759914000.00,287144569.09,306604444.24,IDR
BUD01005,CC012,CAT004,2025-09,133941000.00,86071465.55,89823724.61,IDR
BUD01006,CC012,CAT002,2025-09,609233000.00,374978535.73,358424776.04,IDR
BUD01007,CC012,CAT008,2025-09,267548000.00,139074771.22,124314745.69,IDR
BUD01008,CC012,CAT009,2025-09,110243000.00,94602453.20,60136864.82,IDR
BUD01009,CC001,CAT008,2025-10,593079000.00,306358296.89,301229962.11,IDR
BUD01010,CC001,CAT002,2025-10,806866000.00,640018948.24,650427080.47,IDR
BUD01011,CC001,CAT010,2025-10,99555000.00,66717778.33,56300700.62,IDR
BUD01012,CC001,CAT007,2025-10,674155000.00,539778312.33,297233242.49,IDR
BUD01013,CC002,CAT004,2025-10,666396000.00,412496878.81,257047128.29,IDR
BUD01014,CC002,CAT009,2025-10,497263000.00,223399290.07,202502807.50,IDR
BUD01015,CC002,CAT002,2025-10,202063000.00,151449575.73,116596483.38,IDR
BUD01016,CC002,CAT001,2025-10,139687000.00,95430607.55,69919733.74,IDR
BUD01017,CC003,CAT008,2025-10,723592000.00,455847967.13,377465049.28,IDR
BUD01018,CC003,CAT007,2025-10,608902000.00,377726440.94,336155842.60,IDR
BUD01019,CC003,CAT002,2025-10,843492000.00,709790911.72,608683235.26,IDR
BUD01020,CC003,CAT010,2025-10,897323000.00,724061063.53,556095651.26,IDR
BUD01021,CC004,CAT007,2025-10,513782000.00,269754994.04,231356762.21,IDR
BUD01022,CC004,CAT006,2025-10,682892000.00,352375773.16,279808302.18,IDR
BUD01023,CC004,CAT004,2025-10,865851000.00,259856930.74,135783272.37,IDR
BUD01024,CC004,CAT005,2025-10,291810000.00,90397330.39,53136067.07,IDR
BUD01025,CC005,CAT005,2025-10,232599000.00,113727607.51,113897061.28,IDR
BUD01026,CC005,CAT001,2025-10,851846000.00,675856724.60,741700615.56,IDR
BUD01027,CC005,CAT010,2025-10,484581000.00,311295281.69,271308683.56,IDR
BUD01028,CC005,CAT002,2025-10,130144000.00,74991820.79,45105301.89,IDR
BUD01029,CC006,CAT005,2025-10,267807000.00,128595955.99,111983500.07,IDR
BUD01030,CC006,CAT006,2025-10,533705000.00,229739918.19,126398541.97,IDR
BUD01031,CC006,CAT004,2025-10,325988000.00,192176414.41,157081092.07,IDR
BUD01032,CC006,CAT002,2025-10,814170000.00,587593602.33,606799053.47,IDR
BUD01033,CC007,CAT002,2025-10,737090000.00,389867293.55,392627257.77,IDR
BUD01034,CC007,CAT005,2025-10,833591000.00,417323818.88,447314848.00,IDR
BUD01035,CC007,CAT001,2025-10,419159000.00,359700310.98,208033158.13,IDR
BUD01036,CC007,CAT006,2025-10,704832000.00,527642306.02,555164555.43,IDR
BUD01037,CC008,CAT001,2025-10,495726000.00,243693906.73,211329742.93,IDR
BUD01038,CC008,CAT007,2025-10,327807000.00,235582169.22,141249971.54,IDR
BUD01039,CC008,CAT010,2025-10,622590000.00,559347545.51,632720608.12,IDR
BUD01040,CC008,CAT003,2025-10,689914000.00,445100026.34,248612364.13,IDR
BUD01041,CC009,CAT007,2025-10,162361000.00,56749564.22,49453635.03,IDR
BUD01042,CC009,CAT005,2025-10,91914000.00,49588961.46,27536816.84,IDR
BUD01043,CC009,CAT010,2025-10,476550000.00,364224821.30,212978229.25,IDR
BUD01044,CC009,CAT002,2025-10,164640000.00,104641513.58,85503597.33,IDR
BUD01045,CC010,CAT010,2025-10,110897000.00,84954103.96,60335897.00,IDR
BUD01046,CC010,CAT004,2025-10,835517000.00,295569810.97,276841298.79,IDR
BUD01047,CC010,CAT009,2025-10,410010000.00,208688822.63,147851843.67,IDR
BUD01048,CC010,CAT002,2025-10,554796000.00,174496711.59,121821782.03,IDR
BUD01049,CC011,CAT006,2025-10,88146000.00,69714949.24,43906153.57,IDR
BUD01050,CC011,CAT008,2025-10,367748000.00,277517449.85,292585730.00,IDR
BUD01051,CC011,CAT003,2025-10,145516000.00,48416492.13,54072099.79,IDR
BUD01052,CC011,CAT004,2025-10,837720000.00,687978732.01,710741933.63,IDR
BUD01053,CC012,CAT001,2025-10,432552000.00,135669445.62,86266258.38,IDR
BUD01054,CC012,CAT006,2025-10,507305000.00,214225167.19,179975452.21,IDR
BUD01055,CC012,CAT002,2025-10,269859000.00,159167101.49,155100434.46,IDR
BUD01056,CC012,CAT003,2025-10,170145000.00,122377325.37,62651381.72,IDR
BUD01057,CC001,CAT010,2025-11,194772000.00,91622331.25,92810903.91,IDR
BUD01058,CC001,CAT009,2025-11,575270000.00,190904010.60,176699342.70,IDR
BUD01059,CC001,CAT001,2025-11,57084000.00,30436451.75,20585747.30,IDR
BUD01060,CC001,CAT003,2025-11,774271000.00,538939245.69,572236786.62,IDR
BUD01061,CC002,CAT001,2025-11,882824000.00,534218166.11,513542704.49,IDR
BUD01062,CC002,CAT005,2025-11,818291000.00,483444106.13,429355976.14,IDR
BUD01063,CC002,CAT007,2025-11,124818000.00,52339322.83,59060445.15,IDR
BUD01064,CC002,CAT002,2025-11,526584000.00,383080125.73,201438494.03,IDR
BUD01065,CC003,CAT009,2025-11,384390000.00,151527748.96,109919280.23,IDR
BUD01066,CC003,CAT005,2025-11,349126000.00,235708432.63,154043262.13,IDR
BUD01067,CC003,CAT006,2025-11,881508000.00,529566703.82,544251778.67,IDR
BUD01068,CC003,CAT004,2025-11,581924000.00,481371236.46,519284687.76,IDR
BUD01069,CC004,CAT001,2025-11,178952000.00,150016390.18,139066040.29,IDR
BUD01070,CC004,CAT009,2025-11,124626000.00,65967566.86,74173516.63,IDR
BUD01071,CC004,CAT005,2025-11,570581000.00,385321771.24,249622303.84,IDR
BUD01072,CC004,CAT002,2025-11,254307000.00,99599207.49,112631680.38,IDR
BUD01073,CC005,CAT010,2025-11,162006000.00,112024490.10,98320529.23,IDR
BUD01074,CC005,CAT006,2025-11,631441000.00,266080485.61,156926625.13,IDR
BUD01075,CC005,CAT008,2025-11,635252000.00,533094522.51,581721147.21,IDR
BUD01076,CC005,CAT005,2025-11,415555000.00,351310719.42,351497791.87,IDR
BUD01077,CC006,CAT010,2025-11,523739000.00,455213480.77,262636209.33,IDR
BUD01078,CC006,CAT003,2025-11,319958000.00,264855752.47,257599154.21,IDR
BUD01079,CC006,CAT006,2025-11,700620000.00,580168807.11,446222972.55,IDR
BUD01080,CC006,CAT001,2025-11,399564000.00,226074386.92,250252938.80,IDR
BUD01081,CC007,CAT005,2025-11,161814000.00,51087743.40,58284531.83,IDR
BUD01082,CC007,CAT003,2025-11,574405000.00,381038855.57,342186348.29,IDR
BUD01083,CC007,CAT004,2025-11,556907000.00,244230131.68,126255968.26,IDR
BUD01084,CC007,CAT001,2025-11,117554000.00,90269216.98,53002140.16,IDR
BUD01085,CC008,CAT010,2025-11,774310000.00,460611744.16,271476855.75,IDR
BUD01086,CC008,CAT008,2025-11,214271000.00,68424815.16,68216136.93,IDR
BUD01087,CC008,CAT006,2025-11,62762000.00,28990723.14,22278750.75,IDR
BUD01088,CC008,CAT002,2025-11,681012000.00,608106975.73,603579487.53,IDR
BUD01089,CC009,CAT002,2025-11,574500000.00,409456274.12,435417312.11,IDR
BUD01090,CC009,CAT003,2025-11,804449000.00,447702745.12,449735121.92,IDR
BUD01091,CC009,CAT008,2025-11,566740000.00,450329965.48,435978216.88,IDR
BUD01092,CC009,CAT007,2025-11,385028000.00,332465317.32,289829098.37,IDR
BUD01093,CC010,CAT009,2025-11,142919000.00,82055551.02,87844449.41,IDR
BUD01094,CC010,CAT010,2025-11,796113000.00,356207219.74,302638976.78,IDR
BUD01095,CC010,CAT001,2025-11,886256000.00,286748991.43,215580358.87,IDR
BUD01096,CC010,CAT005,2025-11,700386000.00,614627507.24,383160460.40,IDR
BUD01097,CC011,CAT008,2025-11,753478000.00,434612363.05,336650918.34,IDR
BUD01098,CC011,CAT007,2025-11,571164000.00,190042255.44,158881078.64,IDR
BUD01099,CC011,CAT005,2025-11,170904000.00,136370471.69,108224118.69,IDR
BUD01100,CC011,CAT009,2025-11,664250000.00,244379535.70,245888638.52,IDR
BUD01101,CC012,CAT009,2025-11,324942000.00,102339595.05,81348974.33,IDR
BUD01102,CC012,CAT003,2025-11,812125000.00,680135963.42,730232391.74,IDR
BUD01103,CC012,CAT007,2025-11,126653000.00,62622925.88,57711702.86,IDR
BUD01104,CC012,CAT004,2025-11,654749000.00,260849655.14,254751124.61,IDR
BUD01105,CC001,CAT002,2025-12,358502000.00,220224331.12,165092665.86,IDR
BUD01106,CC001,CAT010,2025-12,722407000.00,438500955.73,489954670.13,IDR
BUD01107,CC001,CAT008,2025-12,371877000.00,196486495.67,196362554.04,IDR
BUD01108,CC001,CAT006,2025-12,825415000.00,527683638.77,490057009.89,IDR
BUD01109,CC002,CAT003,2025-12,703783000.00,232801770.44,163017212.68,IDR
BUD01110,CC002,CAT010,2025-12,670637000.00,587866758.90,404280290.53,IDR
BUD01111,CC002,CAT009,2025-12,203592000.00,170839167.14,192071404.22,IDR
BUD01112,CC002,CAT002,2025-12,53003000.00,40241864.38,20440253.28,IDR
BUD01113,CC003,CAT008,2025-12,800297000.00,354313099.85,312773613.67,IDR
BUD01114,CC003,CAT010,2025-12,454355000.00,248119094.26,136865766.65,IDR
BUD01115,CC003,CAT001,2025-12,560087000.00,250262499.63,214167651.40,IDR
BUD01116,CC003,CAT005,2025-12,576801000.00,365997070.72,379324534.92,IDR
BUD01117,CC004,CAT001,2025-12,605285000.00,194921521.11,205640067.79,IDR
BUD01118,CC004,CAT003,2025-12,616947000.00,495290395.27,343725098.18,IDR
BUD01119,CC004,CAT009,2025-12,832327000.00,274184176.24,211402032.07,IDR
BUD01120,CC004,CAT010,2025-12,201511000.00,141713476.67,127146513.37,IDR
BUD01121,CC005,CAT010,2025-12,686935000.00,354536213.18,185527392.04,IDR
BUD01122,CC005,CAT009,2025-12,703235000.00,347182274.57,376135316.27,IDR
BUD01123,CC005,CAT003,2025-12,747225000.00,564203588.62,591370702.05,IDR
BUD01124,CC005,CAT004,2025-12,105187000.00,61270386.84,35494860.25,IDR
BUD01125,CC006,CAT005,2025-12,228369000.00,97155157.99,52251985.30,IDR
BUD01126,CC006,CAT006,2025-12,535662000.00,475458930.37,401199522.35,IDR
BUD01127,CC006,CAT007,2025-12,124519000.00,91452292.54,81676565.00,IDR
BUD01128,CC006,CAT010,2025-12,719957000.00,521308901.37,405361900.39,IDR
BUD01129,CC007,CAT006,2025-12,572146000.00,342050709.18,333147157.82,IDR
BUD01130,CC007,CAT005,2025-12,473080000.00,371267609.21,398883011.08,IDR
BUD01131,CC007,CAT010,2025-12,247813000.00,117535931.18,73555282.63,IDR
BUD01132,CC007,CAT002,2025-12,150476000.00,87115278.43,88672565.05,IDR
BUD01133,CC008,CAT004,2025-12,333723000.00,212331026.13,194150671.09,IDR
BUD01134,CC008,CAT007,2025-12,59603000.00,25075714.22,17128151.09,IDR
BUD01135,CC008,CAT009,2025-12,721666000.00,349765190.71,290077151.49,IDR
BUD01136,CC008,CAT001,2025-12,325335000.00,98797328.56,93441847.72,IDR
BUD01137,CC009,CAT006,2025-12,199285000.00,99305488.99,71466084.52,IDR
BUD01138,CC009,CAT007,2025-12,621602000.00,528173871.71,537794743.37,IDR
BUD01139,CC009,CAT001,2025-12,598804000.00,352634067.14,320079001.85,IDR
BUD01140,CC009,CAT009,2025-12,808250000.00,502877410.93,360976104.51,IDR
BUD01141,CC010,CAT007,2025-12,666220000.00,325982581.81,276539356.01,IDR
BUD01142,CC010,CAT001,2025-12,227023000.00,161480547.31,164661385.77,IDR
BUD01143,CC010,CAT005,2025-12,804825000.00,412197018.49,465885119.60,IDR
BUD01144,CC010,CAT008,2025-12,288391000.00,91911336.08,104719382.95,IDR
BUD01145,CC011,CAT009,2025-12,555913000.00,455157223.36,449923432.18,IDR
BUD01146,CC011,CAT003,2025-12,649476000.00,317398686.76,165224533.59,IDR
BUD01147,CC011,CAT007,2025-12,401789000.00,240363302.49,157309960.07,IDR
BUD01148,CC011,CAT002,2025-12,434120000.00,377873697.97,242024673.03,IDR
BUD01149,CC012,CAT005,2025-12,717202000.00,549860294.60,601371207.00,IDR
BUD01150,CC012,CAT003,2025-12,427208000.00,134553801.12,109490609.13,IDR
BUD01151,CC012,CAT002,2025-12,475046000.00,196729378.24,216473905.72,IDR
BUD01152,CC012,CAT009,2025-12,672575000.00,413079945.73,414772163.24,IDR
