pr_id,pr_number,pr_date,requester_id,cost_center_id,department_id,item_id,description,quantity,estimated_unit_price,estimated_total,priority,currency,required_date,status,budget_id,attachment_url
PR00944,PR202500944,2025-02-20,EMP007,CC001,DEP01,ITM0015,Request ITM0015,1000,7.79,7794.40,IDR,2025-03-08,urgent,approved,BUD00248,https://docs.internal/pr/PR202500944.pdf
PR00945,PR202500945,2025-01-17,EMP007,CC001,DEP01,ITM0008,Request ITM0008,5000,227.54,1137675.00,IDR,2025-02-19,urgent,approved,BUD00045,https://docs.internal/pr/PR202500945.pdf
PR00946,PR202500946,2025-01-23,EMP036,CC004,DEP04,ITM0021,Request ITM0021,10,18348.98,183489.76,IDR,2025-02-15,high,approved,BUD00233,https://docs.internal/pr/PR202500946.pdf
PR00947,PR202400947,2024-11-15,EMP006,CC008,DEP02,ITM0035,Request ITM0035,1,173532.77,173532.77,IDR,2024-11-28,urgent,approved,BUD00060,https://docs.internal/pr/PR202400947.pdf
PR00948,PR202500948,2025-09-16,EMP026,CC012,DEP06,ITM0028,Request ITM0028,400,720.72,288287.26,IDR,2025-10-12,normal,approved,BUD00596,https://docs.internal/pr/PR202500948.pdf
PR00949,PR202400949,2024-05-03,EMP022,CC010,DEP04,ITM0006,Request ITM0006,2,8045.66,16091.31,IDR,2024-05-22,urgent,approved,BUD00801,https://docs.internal/pr/PR202400949.pdf
PR00950,PR202500950,2025-06-05,EMP025,CC001,DEP01,ITM0003,Request ITM0003,100,3110.70,311070.05,IDR,2025-07-22,normal,approved,BUD00029,https://docs.internal/pr/PR202500950.pdf
PR00951,PR202400951,2024-10-04,EMP024,CC004,DEP04,ITM0039,Request ITM0039,20,12787.44,255748.83,IDR,2024-11-10,urgent,approved,BUD00655,https://docs.internal/pr/PR202400951.pdf
PR00952,PR202500952,2025-01-08,EMP026,CC009,DEP03,ITM0037,Request ITM0037,5,48657.60,243288.02,IDR,2025-02-03,normal,approved,BUD00590,https://docs.internal/pr/PR202500952.pdf
PR00953,PR202400953,2024-05-25,EMP023,CC001,DEP01,ITM0011,Request ITM0011,25,14876.43,371910.79,IDR,2024-06-28,normal,rejected,BUD01064,https://docs.internal/pr/PR202400953.pdf
PR00954,PR202400954,2024-12-09,EMP018,CC003,DEP03,ITM0028,Request ITM0028,200,549.40,109880.11,IDR,2025-01-14,urgent,approved,BUD00387,https://docs.internal/pr/PR202400954.pdf
PR00955,PR202500955,2025-11-25,EMP023,CC012,DEP06,ITM0037,Request ITM0037,2,49749.68,99499.36,IDR,2026-01-04,urgent,rejected,BUD01013,https://docs.internal/pr/PR202500955.pdf
PR00956,PR202500956,2025-08-28,EMP038,CC006,DEP06,ITM0039,Request ITM0039,1,19209.47,19209.47,IDR,2025-09-26,low,approved,BUD00865,https://docs.internal/pr/PR202500956.pdf
PR00957,PR202400957,2024-06-19,EMP037,CC005,DEP05,ITM0036,Request ITM0036,10,1265.90,12659.02,IDR,2024-07-01,normal,approved,BUD00984,https://docs.internal/pr/PR202400957.pdf
PR00958,PR202400958,2024-09-04,EMP001,CC004,DEP04,ITM0029,Request ITM0029,1000,96.52,96523.94,IDR,2024-10-07,urgent,approved,BUD00474,https://docs.internal/pr/PR202400958.pdf
PR00959,PR202400959,2024-01-09,EMP018,CC008,DEP02,ITM0012,Request ITM0012,2,19595.30,39190.59,IDR,2024-02-20,normal,approved,BUD00698,https://docs.internal/pr/PR202400959.pdf
PR00960,PR202400960,2024-03-08,EMP039,CC004,DEP04,ITM0006,Request ITM0006,2,5997.61,11995.21,IDR,2024-04-08,low,approved,BUD00390,https://docs.internal/pr/PR202400960.pdf
PR00961,PR202400961,2024-11-15,EMP022,CC003,DEP03,ITM0018,Request ITM0018,200,136.45,27290.46,IDR,2024-12-25,low,approved,BUD00687,https://docs.internal/pr/PR202400961.pdf
PR00962,PR202400962,2024-12-13,EMP012,CC001,DEP01,ITM0029,Request ITM0029,1000,114.45,114453.82,IDR,2025-01-07,low,draft,BUD00741,https://docs.internal/pr/PR202400962.pdf
PR00963,PR202400963,2024-03-19,EMP004,CC002,DEP02,ITM0024,Request ITM0024,200,636.71,127341.65,IDR,2024-04-21,urgent,approved,BUD00648,https://docs.internal/pr/PR202400963.pdf
PR00964,PR202400964,2024-11-11,EMP034,CC004,DEP04,ITM0019,Request ITM0019,10,7010.81,70108.10,IDR,2024-12-18,urgent,approved,BUD00719,https://docs.internal/pr/PR202400964.pdf
PR00965,PR202500965,2025-12-17,EMP012,CC011,DEP05,ITM0022,Request ITM0022,250,56.81,14201.57,IDR,2026-01-06,low,approved,BUD00754,https://docs.internal/pr/PR202500965.pdf
PR00966,PR202500966,2025-05-13,EMP038,CC007,DEP01,ITM0024,Request ITM0024,400,487.24,194896.33,IDR,2025-06-26,normal,approved,BUD00515,https://docs.internal/pr/PR202500966.pdf
PR00967,PR202400967,2024-12-01,EMP036,CC012,DEP06,ITM0035,Request ITM0035,100,213692.13,21369212.87,IDR,2025-01-03,urgent,rejected,BUD01148,https://docs.internal/pr/PR202400967.pdf
PR00968,PR202400968,2024-01-08,EMP037,CC008,DEP02,ITM0031,Request ITM0031,2500,303.10,757742.67,IDR,2024-02-07,low,pending,BUD00659,https://docs.internal/pr/PR202400968.pdf
PR00969,PR202400969,2024-09-25,EMP009,CC009,DEP03,ITM0010,Request ITM0010,10,21017.96,210179.62,IDR,2024-10-25,urgent,approved,BUD00892,https://docs.internal/pr/PR202400969.pdf
PR00970,PR202400970,2024-02-13,EMP023,CC008,DEP02,ITM0018,Request ITM0018,100,135.82,13582.50,IDR,2024-03-07,low,rejected,BUD00277,https://docs.internal/pr/PR202400970.pdf
PR00971,PR202500971,2025-01-04,EMP040,CC012,DEP06,ITM0002,Request ITM0002,4,28281.62,113126.48,IDR,2025-01-30,high,approved,BUD00939,https://docs.internal/pr/PR202500971.pdf
PR00972,PR202400972,2024-06-08,EMP036,CC010,DEP04,ITM0010,Request ITM0010,50,18390.10,919505.16,IDR,2024-06-22,urgent,draft,BUD00826,https://docs.internal/pr/PR202400972.pdf
PR00973,PR202400973,2024-02-12,EMP035,CC003,DEP03,ITM0028,Request ITM0028,1000,395.67,395670.00,IDR,2024-03-23,high,approved,BUD00403,https://docs.internal/pr/PR202400973.pdf
PR00974,PR202400974,2024-11-28,EMP004,CC008,DEP02,ITM0023,Request ITM0023,5000,32.93,164627.30,IDR,2024-12-26,normal,approved,BUD00110,https://docs.internal/pr/PR202400974.pdf
PR00975,PR202400975,2024-11-27,EMP017,CC007,DEP01,ITM0017,Request ITM0017,5000,90.05,450243.34,IDR,2024-12-26,high,pending,BUD00197,https://docs.internal/pr/PR202400975.pdf
PR00976,PR202400976,2024-03-11,EMP039,CC007,DEP01,ITM0002,Request ITM0002,50,40797.17,2039858.55,IDR,2024-04-20,urgent,draft,BUD00520,https://docs.internal/pr/PR202400976.pdf
PR00977,PR202400977,2024-06-24,EMP011,CC009,DEP03,ITM0019,Request ITM0019,40,8082.71,323308.30,IDR,2024-07-23,normal,approved,BUD00971,https://docs.internal/pr/PR202400977.pdf
PR00978,PR202500978,2025-12-26,EMP011,CC009,DEP03,ITM0026,Request ITM0026,200,152.64,30528.87,IDR,2026-01-19,normal,draft,BUD01038,https://docs.internal/pr/PR202500978.pdf
PR00979,PR202500979,2025-06-10,EMP029,CC007,DEP01,ITM0032,Request ITM0032,2,12642.03,25284.05,IDR,2025-07-13,normal,approved,BUD00773,https://docs.internal/pr/PR202500979.pdf
PR00980,PR202400980,2024-02-17,EMP033,CC005,DEP05,ITM0014,Request ITM0014,1,13563.83,13563.83,IDR,2024-03-20,normal,approved,BUD00188,https://docs.internal/pr/PR202400980.pdf
PR00981,PR202400981,2024-01-28,EMP017,CC001,DEP01,ITM0019,Request ITM0019,50,8059.13,402956.56,IDR,2024-02-23,low,draft,BUD00428,https://docs.internal/pr/PR202400981.pdf
PR00982,PR202500982,2025-07-15,EMP018,CC004,DEP04,ITM0018,Request ITM0018,200,140.54,28108.93,IDR,2025-08-17,low,approved,BUD00567,https://docs.internal/pr/PR202500982.pdf
PR00983,PR202500983,2025-04-09,EMP031,CC006,DEP06,ITM0021,Request ITM0021,2,19502.15,39004.31,IDR,2025-05-05,normal,approved,BUD00368,https://docs.internal/pr/PR202500983.pdf
PR00984,PR202500984,2025-08-21,EMP003,CC005,DEP05,ITM0022,Request ITM0022,2500,55.39,138465.55,IDR,2025-09-17,low,approved,BUD00613,https://docs.internal/pr/PR202500984.pdf
PR00985,PR202400985,2024-03-18,EMP025,CC011,DEP05,ITM0037,Request ITM0037,50,35101.34,1755067.14,IDR,2024-04-23,low,approved,BUD00091,https://docs.internal/pr/PR202400985.pdf
PR00986,PR202500986,2025-08-01,EMP031,CC001,DEP01,ITM0033,Request ITM0033,5000,717.53,3587666.08,IDR,2025-09-08,normal,approved,BUD00190,https://docs.internal/pr/PR202500986.pdf
PR00987,PR202500987,2025-11-14,EMP035,CC001,DEP01,ITM0023,Request ITM0023,2500,35.69,89236.04,IDR,2025-12-30,normal,approved,BUD00701,https://docs.internal/pr/PR202500987.pdf
PR00988,PR202500988,2025-03-04,EMP026,CC012,DEP06,ITM0005,Request ITM0005,20,1477.66,29553.18,IDR,2025-03-30,normal,approved,BUD00737,https://docs.internal/pr/PR202500988.pdf
PR00989,PR202400989,2024-04-20,EMP037,CC004,DEP04,ITM0004,Request ITM0004,20,10006.66,200133.17,IDR,2024-05-29,low,pending,BUD00567,https://docs.internal/pr/PR202400989.pdf
PR00990,PR202500990,2025-04-11,EMP025,CC005,DEP05,ITM0021,Request ITM0021,100,16253.28,1625328.27,IDR,2025-05-11,normal,approved,BUD00964,https://docs.internal/pr/PR202500990.pdf
PR00991,PR202500991,2024-12-14,EMP020,CC001,DEP01,ITM0014,Request ITM0014,10,14332.76,143327.60,IDR,2025-01-22,normal,approved,BUD01027,https://docs.internal/pr/PR202500991.pdf
PR00992,PR202500992,2025-06-21,EMP017,CC011,DEP05,ITM0006,Request ITM0006,100,6316.03,631603.41,IDR,2025-07-22,high,pending,BUD00139,https://docs.internal/pr/PR202500992.pdf
PR00993,PR202500993,2024-12-19,EMP040,CC003,DEP03,ITM0039,Request ITM0039,100,20413.05,2041304.80,IDR,2025-01-21,high,approved,BUD00918,https://docs.internal/pr/PR202500993.pdf
PR00994,PR202400994,2024-04-13,EMP038,CC005,DEP05,ITM0021,Request ITM0021,10,19696.93,196969.25,IDR,2024-05-16,high,rejected,BUD00426,https://docs.internal/pr/PR202400994.pdf
PR00995,PR202500995,2025-03-29,EMP027,CC009,DEP03,ITM0013,Request ITM0013,2000,605.89,1211786.36,IDR,2025-04-28,low,approved,BUD01113,https://docs.internal/pr/PR202500995.pdf
PR00996,PR202400996,2024-06-04,EMP037,CC007,DEP01,ITM0018,Request ITM0018,1000,142.80,142797.97,IDR,2024-06-19,high,approved,BUD00056,https://docs.internal/pr/PR202400996.pdf
PR00997,PR202500997,2025-06-02,EMP003,CC010,DEP04,ITM0004,Request ITM0004,100,9332.09,933209.28,IDR,2025-06-18,normal,approved,BUD00604,https://docs.internal/pr/PR202500997.pdf
PR00998,PR202400998,2024-06-27,EMP021,CC009,DEP03,ITM0004,Request ITM0004,2,8090.34,16180.67,IDR,2024-07-30,low,pending,BUD00921,https://docs.internal/pr/PR202400998.pdf
PR00999,PR202500999,2025-09-30,EMP014,CC002,DEP02,ITM0019,Request ITM0019,25,7360.70,184017.60,IDR,2025-10-09,normal,approved,BUD00542,https://docs.internal/pr/PR202500999.pdf
PR01000,PR202401000,2024-08-02,EMP016,CC008,DEP02,ITM0034,Request ITM0034,5,11469.47,57347.37,IDR,2024-09-02,urgent,approved,BUD00048,https://docs.internal/pr/PR202401000.pdf
PR01001,PR202401001,2024-05-07,EMP028,CC003,DEP03,ITM0035,Request ITM0035,5,201050.42,1005252.12,IDR,2024-06-06,low,approved,BUD00903,https://docs.internal/pr/PR202401001.pdf
PR01002,PR202401002,2024-06-27,EMP028,CC011,DEP05,ITM0004,Request ITM0004,10,8742.99,87429.91,IDR,2024-07-16,high,approved,BUD00214,https://docs.internal/pr/PR202401002.pdf
PR01003,PR202501003,2025-02-03,EMP038,CC003,DEP03,ITM0036,Request ITM0036,5,1445.66,7228.32,IDR,2025-03-07,normal,approved,BUD00749,https://docs.internal/pr/PR202501003.pdf
PR01004,PR202401004,2024-03-02,EMP001,CC011,DEP05,ITM0031,Request ITM0031,1000,317.20,317200.35,IDR,2024-04-06,normal,approved,BUD00697,https://docs.internal/pr/PR202401004.pdf
PR01005,PR202401005,2024-07-29,EMP010,CC008,DEP02,ITM0017,Request ITM0017,1000,96.02,96018.26,IDR,2024-09-05,high,draft,BUD00503,https://docs.internal/pr/PR202401005.pdf
PR01006,PR202401006,2024-11-09,EMP021,CC004,DEP04,ITM0020,Request ITM0020,100,25487.19,2548718.90,IDR,2024-12-03,high,approved,BUD00163,https://docs.internal/pr/PR202401006.pdf
PR01007,PR202401007,2024-02-13,EMP039,CC008,DEP02,ITM0007,Request ITM0007,2,1647.40,3294.81,IDR,2024-03-04,high,approved,BUD00589,https://docs.internal/pr/PR202401007.pdf
PR01008,PR202501008,2025-11-05,EMP003,CC010,DEP04,ITM0007,Request ITM0007,10,1904.21,19042.14,IDR,2025-11-30,high,approved,BUD00598,https://docs.internal/pr/PR202501008.pdf
PR01009,PR202401009,2024-09-18,EMP017,CC005,DEP05,ITM0023,Request ITM0023,200,34.52,6904.65,IDR,2024-10-16,low,approved,BUD01053,https://docs.internal/pr/PR202401009.pdf
PR01010,PR202401010,2024-04-16,EMP032,CC001,DEP01,ITM0017,Request ITM0017,2500,93.83,234581.46,IDR,2024-04-25,urgent,approved,BUD00052,https://docs.internal/pr/PR202401010.pdf
PR01011,PR202401011,2024-05-27,EMP020,CC006,DEP06,ITM0013,Request ITM0013,1000,644.33,644331.20,IDR,2024-06-23,normal,approved,BUD01039,https://docs.internal/pr/PR202401011.pdf
PR01012,PR202501012,2025-11-09,EMP005,CC010,DEP04,ITM0015,Request ITM0015,1000,8.57,8571.13,IDR,2025-12-22,low,rejected,BUD00952,https://docs.internal/pr/PR202501012.pdf
PR01013,PR202501013,2025-02-04,EMP034,CC007,DEP01,ITM0004,Request ITM0004,20,3999.98,79999.68,IDR,2025-03-18,high,approved,BUD01069,https://docs.internal/pr/PR202501013.pdf
PR01014,PR202401014,2024-07-21,EMP014,CC009,DEP03,ITM0033,Request ITM0033,200,671.37,134273.89,IDR,2024-08-27,low,approved,BUD00911,https://docs.internal/pr/PR202401014.pdf
PR01015,PR202501015,2024-12-29,EMP002,CC004,DEP04,ITM0029,Request ITM0029,200,93.06,18611.69,IDR,2025-01-26,urgent,approved,BUD00928,https://docs.internal/pr/PR202501015.pdf
PR01016,PR202501016,2025-01-01,EMP030,CC004,DEP04,ITM0020,Request ITM0020,250,24275.47,6068867.16,IDR,2025-02-07,urgent,approved,BUD00983,https://docs.internal/pr/PR202501016.pdf
PR01017,PR202501017,2025-12-17,EMP004,CC008,DEP02,ITM0027,Request ITM0027,500,208.36,104182.30,IDR,2026-01-06,urgent,approved,BUD00816,https://docs.internal/pr/PR202501017.pdf
PR01018,PR202501018,2025-05-14,EMP033,CC011,DEP05,ITM0027,Request ITM0027,1000,164.95,164952.82,IDR,2025-06-08,high,approved,BUD00961,https://docs.internal/pr/PR202501018.pdf
PR01019,PR202401019,2024-11-19,EMP010,CC012,DEP06,ITM0023,Request ITM0023,500,33.02,16509.99,IDR,2024-12-13,high,approved,BUD00783,https://docs.internal/pr/PR202401019.pdf
PR01020,PR202501020,2025-04-11,EMP007,CC009,DEP03,ITM0006,Request ITM0006,50,7305.64,365281.89,IDR,2025-05-22,normal,approved,BUD00781,https://docs.internal/pr/PR202501020.pdf
PR01021,PR202501021,2025-10-18,EMP006,CC007,DEP01,ITM0028,Request ITM0028,100,508.97,50897.34,IDR,2025-11-17,urgent,pending,BUD00197,https://docs.internal/pr/PR202501021.pdf
PR01022,PR202401022,2024-04-27,EMP004,CC009,DEP03,ITM0030,Request ITM0030,250,182.56,45640.46,IDR,2024-05-30,high,draft,BUD01136,https://docs.internal/pr/PR202401022.pdf
PR01023,PR202401023,2024-06-18,EMP012,CC005,DEP05,ITM0001,Request ITM0001,40,16297.32,651892.83,IDR,2024-07-12,normal,draft,BUD00121,https://docs.internal/pr/PR202401023.pdf
PR01024,PR202401024,2024-07-31,EMP039,CC007,DEP01,ITM0005,Request ITM0005,2,1493.91,2987.83,IDR,2024-08-29,high,approved,BUD00623,https://docs.internal/pr/PR202401024.pdf
PR01025,PR202501025,2025-06-21,EMP035,CC003,DEP03,ITM0040,Request ITM0040,2,2864.93,5729.85,IDR,2025-07-23,low,approved,BUD00241,https://docs.internal/pr/PR202501025.pdf
PR01026,PR202401026,2024-06-16,EMP028,CC003,DEP03,ITM0017,Request ITM0017,2500,73.26,183152.40,IDR,2024-07-19,normal,approved,BUD00457,https://docs.internal/pr/PR202401026.pdf
PR01027,PR202501027,2025-02-27,EMP002,CC009,DEP03,ITM0011,Request ITM0011,5,13716.39,68581.96,IDR,2025-03-30,normal,approved,BUD00279,https://docs.internal/pr/PR202501027.pdf
PR01028,PR202501028,2025-08-08,EMP012,CC009,DEP03,ITM0031,Request ITM0031,200,317.51,63502.49,IDR,2025-09-18,low,pending,BUD00361,https://docs.internal/pr/PR202501028.pdf
PR01029,PR202501029,2025-12-22,EMP032,CC007,DEP01,ITM0015,Request ITM0015,1000,6.36,6360.35,IDR,2026-01-14,high,approved,BUD00234,https://docs.internal/pr/PR202501029.pdf
PR01030,PR202501030,2025-09-28,EMP005,CC007,DEP01,ITM0005,Request ITM0005,10,1326.50,13265.02,IDR,2025-10-28,urgent,approved,BUD00031,https://docs.internal/pr/PR202501030.pdf
PR01031,PR202401031,2024-08-17,EMP033,CC009,DEP03,ITM0036,Request ITM0036,20,1674.77,33495.50,IDR,2024-10-05,low,pending,BUD01076,https://docs.internal/pr/PR202401031.pdf
PR01032,PR202401032,2024-03-26,EMP002,CC004,DEP04,ITM0001,Request ITM0001,1,12891.05,12891.05,IDR,2024-04-28,low,approved,BUD01040,https://docs.internal/pr/PR202401032.pdf
PR01033,PR202401033,2024-02-09,EMP008,CC009,DEP03,ITM0031,Request ITM0031,2000,340.26,680515.89,IDR,2024-03-17,low,approved,BUD00135,https://docs.internal/pr/PR202401033.pdf
PR01034,PR202401034,2024-08-18,EMP021,CC010,DEP04,ITM0032,Request ITM0032,1,12249.59,12249.59,IDR,2024-09-12,urgent,approved,BUD00448,https://docs.internal/pr/PR202401034.pdf
PR01035,PR202401035,2024-07-26,EMP005,CC005,DEP05,ITM0037,Request ITM0037,2,51271.75,102543.51,IDR,2024-08-15,low,approved,BUD00484,https://docs.internal/pr/PR202401035.pdf
PR01036,PR202401036,2024-04-30,EMP001,CC008,DEP02,ITM0009,Request ITM0009,1,31420.30,31420.30,IDR,2024-06-06,normal,approved,BUD00693,https://docs.internal/pr/PR202401036.pdf
PR01037,PR202401037,2024-12-02,EMP024,CC006,DEP06,ITM0016,Request ITM0016,50,65.68,3284.18,IDR,2025-01-08,high,approved,BUD00796,https://docs.internal/pr/PR202401037.pdf
PR01038,PR202401038,2024-02-12,EMP039,CC011,DEP05,ITM0007,Request ITM0007,2,1785.27,3570.53,IDR,2024-03-10,urgent,approved,BUD00338,https://docs.internal/pr/PR202401038.pdf
PR01039,PR202501039,2024-12-22,EMP038,CC006,DEP06,ITM0023,Request ITM0023,1000,37.83,37825.54,IDR,2025-01-18,high,approved,BUD00870,https://docs.internal/pr/PR202501039.pdf
PR01040,PR202501040,2025-01-31,EMP029,CC007,DEP01,ITM0021,Request ITM0021,2,19509.85,39019.70,IDR,2025-02-15,low,approved,BUD00710,https://docs.internal/pr/PR202501040.pdf
PR01041,PR202501041,2025-03-09,EMP027,CC008,DEP02,ITM0009,Request ITM0009,25,33776.07,844401.63,IDR,2025-04-08,high,approved,BUD00784,https://docs.internal/pr/PR202501041.pdf
PR01042,PR202401042,2024-09-18,EMP037,CC002,DEP02,ITM0010,Request ITM0010,10,23098.46,230984.61,IDR,2024-10-09,low,approved,BUD00715,https://docs.internal/pr/PR202401042.pdf
PR01043,PR202501043,2024-12-20,EMP020,CC006,DEP06,ITM0032,Request ITM0032,50,10120.96,506048.07,IDR,2025-01-14,low,pending,BUD00894,https://docs.internal/pr/PR202501043.pdf
PR01044,PR202501044,2025-08-08,EMP020,CC004,DEP04,ITM0008,Request ITM0008,500,370.85,185422.57,IDR,2025-09-24,high,approved,BUD00764,https://docs.internal/pr/PR202501044.pdf
PR01045,PR202401045,2024-02-27,EMP037,CC009,DEP03,ITM0020,Request ITM0020,10,26892.96,268929.56,IDR,2024-04-04,low,approved,BUD00884,https://docs.internal/pr/PR202401045.pdf
PR01046,PR202501046,2025-08-11,EMP014,CC005,DEP05,ITM0008,Request ITM0008,100,420.44,42044.25,IDR,2025-09-17,normal,approved,BUD00705,https://docs.internal/pr/PR202501046.pdf
PR01047,PR202501047,2025-06-25,EMP034,CC001,DEP01,ITM0031,Request ITM0031,500,379.60,189801.10,IDR,2025-08-13,high,pending,BUD00141,https://docs.internal/pr/PR202501047.pdf
PR01048,PR202501048,2025-05-27,EMP036,CC009,DEP03,ITM0003,Request ITM0003,10,2878.53,28785.32,IDR,2025-06-22,low,approved,BUD00958,https://docs.internal/pr/PR202501048.pdf
PR01049,PR202401049,2024-10-01,EMP036,CC012,DEP06,ITM0006,Request ITM0006,50,5252.15,262607.57,IDR,2024-11-01,low,draft,BUD00417,https://docs.internal/pr/PR202401049.pdf
PR01050,PR202401050,2024-08-07,EMP005,CC006,DEP06,ITM0031,Request ITM0031,1000,348.61,348613.04,IDR,2024-09-07,normal,approved,BUD00748,https://docs.internal/pr/PR202401050.pdf
PR01051,PR202401051,2024-09-01,EMP039,CC011,DEP05,ITM0027,Request ITM0027,500,149.65,74823.91,IDR,2024-10-06,normal,approved,BUD00119,https://docs.internal/pr/PR202401051.pdf
PR01052,PR202401052,2024-02-27,EMP011,CC004,DEP04,ITM0020,Request ITM0020,40,24844.62,993785.00,IDR,2024-04-10,urgent,draft,BUD01021,https://docs.internal/pr/PR202401052.pdf
PR01053,PR202501053,2025-08-11,EMP036,CC001,DEP01,ITM0037,Request ITM0037,2,18099.62,36199.25,IDR,2025-09-06,low,approved,BUD00325,https://docs.internal/pr/PR202501053.pdf
PR01054,PR202501054,2025-12-15,EMP013,CC010,DEP04,ITM0015,Request ITM0015,500,8.58,4290.25,IDR,2026-01-26,high,rejected,BUD00136,https://docs.internal/pr/PR202501054.pdf
PR01055,PR202501055,2025-12-19,EMP005,CC012,DEP06,ITM0036,Request ITM0036,25,1515.38,37884.50,IDR,2026-01-22,high,approved,BUD00450,https://docs.internal/pr/PR202501055.pdf
PR01056,PR202501056,2025-06-27,EMP018,CC006,DEP06,ITM0011,Request ITM0011,1,14220.46,14220.46,IDR,2025-07-24,urgent,approved,BUD01017,https://docs.internal/pr/PR202501056.pdf
PR01057,PR202501057,2025-03-20,EMP034,CC007,DEP01,ITM0036,Request ITM0036,2,1434.74,2869.48,IDR,2025-03-31,urgent,approved,BUD00007,https://docs.internal/pr/PR202501057.pdf
PR01058,PR202401058,2023-12-30,EMP031,CC004,DEP04,ITM0032,Request ITM0032,10,21055.30,210553.02,IDR,2024-02-06,high,approved,BUD00238,https://docs.internal/pr/PR202401058.pdf
PR01059,PR202401059,2024-11-11,EMP002,CC007,DEP01,ITM0025,Request ITM0025,400,48.05,19218.79,IDR,2024-12-09,normal,approved,BUD00856,https://docs.internal/pr/PR202401059.pdf
PR01060,PR202401060,2024-04-30,EMP039,CC011,DEP05,ITM0016,Request ITM0016,1000,68.87,68866.21,IDR,2024-05-17,normal,approved,BUD00144,https://docs.internal/pr/PR202401060.pdf
PR01061,PR202401061,2024-04-03,EMP039,CC006,DEP06,ITM0004,Request ITM0004,25,7148.54,178713.42,IDR,2024-05-17,normal,approved,BUD00264,https://docs.internal/pr/PR202401061.pdf
PR01062,PR202401062,2024-08-26,EMP034,CC008,DEP02,ITM0025,Request ITM0025,5000,32.55,162746.61,IDR,2024-09-10,low,approved,BUD00609,https://docs.internal/pr/PR202401062.pdf
PR01063,PR202501063,2024-12-28,EMP040,CC002,DEP02,ITM0011,Request ITM0011,2,13552.57,27105.15,IDR,2025-01-24,low,pending,BUD00490,https://docs.internal/pr/PR202501063.pdf
PR01064,PR202501064,2025-05-01,EMP036,CC011,DEP05,ITM0036,Request ITM0036,10,1322.94,13229.36,IDR,2025-05-26,urgent,approved,BUD00984,https://docs.internal/pr/PR202501064.pdf
PR01065,PR202501065,2025-02-08,EMP010,CC012,DEP06,ITM0015,Request ITM0015,100,7.16,715.64,IDR,2025-02-26,high,approved,BUD01057,https://docs.internal/pr/PR202501065.pdf
PR01066,PR202501066,2025-06-18,EMP011,CC009,DEP03,ITM0005,Request ITM0005,4,970.81,3883.23,IDR,2025-07-12,normal,approved,BUD00039,https://docs.internal/pr/PR202501066.pdf
PR01067,PR202501067,2025-05-20,EMP040,CC005,DEP05,ITM0037,Request ITM0037,4,51018.46,204073.82,IDR,2025-06-10,low,pending,BUD01130,https://docs.internal/pr/PR202501067.pdf
PR01068,PR202401068,2024-10-17,EMP004,CC012,DEP06,ITM0021,Request ITM0021,5,15593.64,77968.18,IDR,2024-11-07,low,approved,BUD00438,https://docs.internal/pr/PR202401068.pdf
PR01069,PR202501069,2025-03-22,EMP039,CC002,DEP02,ITM0028,Request ITM0028,1000,752.07,752065.96,IDR,2025-05-06,normal,pending,BUD00684,https://docs.internal/pr/PR202501069.pdf
PR01070,PR202401070,2024-08-15,EMP028,CC012,DEP06,ITM0017,Request ITM0017,500,89.03,44513.41,IDR,2024-09-24,low,approved,BUD00509,https://docs.internal/pr/PR202401070.pdf
PR01071,PR202501071,2025-10-14,EMP029,CC003,DEP03,ITM0028,Request ITM0028,5000,513.91,2569541.07,IDR,2025-11-22,low,approved,BUD00476,https://docs.internal/pr/PR202501071.pdf
PR01072,PR202401072,2024-12-20,EMP038,CC001,DEP01,ITM0004,Request ITM0004,100,7840.27,784027.00,IDR,2025-01-10,high,rejected,BUD00429,https://docs.internal/pr/PR202401072.pdf
PR01073,PR202401073,2024-06-25,EMP025,CC003,DEP03,ITM0011,Request ITM0011,10,13060.43,130604.34,IDR,2024-07-23,urgent,pending,BUD00761,https://docs.internal/pr/PR202401073.pdf
PR01074,PR202501074,2025-01-16,EMP014,CC002,DEP02,ITM0029,Request ITM0029,1000,114.37,114367.09,IDR,2025-02-23,high,approved,BUD00163,https://docs.internal/pr/PR202501074.pdf
PR01075,PR202501075,2025-03-27,EMP029,CC002,DEP02,ITM0021,Request ITM0021,1,13928.11,13928.11,IDR,2025-05-04,urgent,pending,BUD00731,https://docs.internal/pr/PR202501075.pdf
PR01076,PR202501076,2025-06-28,EMP022,CC011,DEP05,ITM0022,Request ITM0022,100,54.41,5441.09,IDR,2025-07-22,high,pending,BUD00820,https://docs.internal/pr/PR202501076.pdf
PR01077,PR202501077,2025-08-04,EMP032,CC004,DEP04,ITM0030,Request ITM0030,2000,580.91,1161822.00,IDR,2025-08-28,normal,approved,BUD00611,https://docs.internal/pr/PR202501077.pdf
PR01078,PR202501078,2025-11-22,EMP022,CC007,DEP01,ITM0031,Request ITM0031,200,392.69,78537.91,IDR,2026-01-05,low,approved,BUD01114,https://docs.internal/pr/PR202501078.pdf
PR01079,PR202401079,2024-11-18,EMP018,CC008,DEP02,ITM0016,Request ITM0016,1000,49.01,49006.52,IDR,2024-12-16,low,approved,BUD00806,https://docs.internal/pr/PR202401079.pdf
