gr_id,gr_number,gr_date,po_id,received_qty,rejected_qty,reject_reason,inspection_result,warehouse_id,received_by
GR00799,GR202400799,2024-09-08,PO00848,1.98,0.02,kualitas tidak sesuai,partial,WH02,EMP032
GR00800,GR202500800,2025-07-07,PO00849,1.92,0.08,kualitas tidak sesuai,partial,WH01,EMP014
GR00801,GR202400801,2024-07-10,PO00850,2290.98,209.02,spesifikasi beda,fail,WH02,EMP012
GR00802,GR202500802,2025-03-30,PO00851,2.45,0.05,rusak saat kirim,partial,WH02,EMP025
GR00803,GR202600803,2026-02-19,PO00852,908.36,91.64,kualitas tidak sesuai,fail,WH01,EMP034
GR00804,GR202500804,2025-10-11,PO00853,9.75,0.25,rusak saat kirim,partial,WH03,EMP003
GR00805,GR202400805,2024-04-26,PO00854,0.96,0.04,kualitas tidak sesuai,partial,WH03,EMP038
GR00806,GR202400806,2024-02-20,PO00855,1966.30,33.70,rusak saat kirim,partial,WH03,EMP008
GR00807,GR202400807,2024-10-13,PO00856,0.97,0.03,rusak saat kirim,partial,WH03,EMP012
GR00808,GR202400808,2024-08-05,PO00857,1.98,0.02,rusak saat kirim,partial,WH01,EMP021
GR00809,GR202400809,2024-05-28,PO00858,0.97,0.03,kualitas tidak sesuai,partial,WH02,EMP010
GR00810,GR202500810,2025-01-23,PO00859,24.61,0.39,rusak saat kirim,partial,WH01,EMP030
GR00811,GR202400811,2024-03-15,PO00860,1.94,0.06,kualitas tidak sesuai,partial,WH03,EMP031
GR00812,GR202500812,2025-01-26,PO00861,474.30,25.70,kualitas tidak sesuai,partial,WH01,EMP013
GR00813,GR202500813,2025-02-14,PO00862,2.00,0.00,,pass,WH03,EMP026
GR00814,GR202500814,2025-04-07,PO00863,24.63,0.37,spesifikasi beda,partial,WH03,EMP011
GR00815,GR202400815,2024-10-03,PO00864,9.67,0.33,kualitas tidak sesuai,partial,WH01,EMP028
GR00816,GR202500816,2025-09-14,PO00865,474.35,25.65,spesifikasi beda,fail,WH03,EMP040
GR00817,GR202400817,2024-03-13,PO00866,9.91,0.09,spesifikasi beda,partial,WH01,EMP005
GR00818,GR202500818,2025-09-06,PO00867,99.69,0.31,rusak saat kirim,partial,WH01,EMP031
GR00819,GR202500819,2025-06-23,PO00868,9.62,0.38,spesifikasi beda,partial,WH03,EMP013
GR00820,GR202400820,2024-09-27,PO00869,969.55,30.45,spesifikasi beda,partial,WH02,EMP020
GR00821,GR202600821,2026-02-02,PO00872,24.33,0.67,spesifikasi beda,partial,WH01,EMP027
GR00822,GR202500822,2025-08-03,PO00873,1.00,0.00,,pass,WH01,EMP015
GR00823,GR202500823,2025-04-16,PO00874,1.95,0.05,rusak saat kirim,partial,WH02,EMP034
GR00824,GR202400824,2024-01-15,PO00875,9.03,0.97,spesifikasi beda,fail,WH01,EMP019
GR00825,GR202500825,2025-01-02,PO00876,200.00,0.00,,pass,WH02,EMP007
GR00826,GR202400826,2024-05-16,PO00877,991.47,8.53,kualitas tidak sesuai,partial,WH01,EMP025
GR00827,GR202400827,2024-05-10,PO00878,23.02,1.98,rusak saat kirim,fail,WH01,EMP036
GR00828,GR202400828,2024-09-02,PO00879,4649.12,350.88,rusak saat kirim,fail,WH01,EMP024
GR00829,GR202500829,2025-06-09,PO00880,9.73,0.27,kualitas tidak sesuai,partial,WH01,EMP031
GR00830,GR202500830,2025-02-27,PO00881,97.80,2.20,rusak saat kirim,partial,WH01,EMP009
GR00831,GR202500831,2025-07-12,PO00882,1.62,0.38,kualitas tidak sesuai,fail,WH02,EMP030
GR00832,GR202400832,2024-11-15,PO00883,4.82,0.18,rusak saat kirim,partial,WH03,EMP005
GR00833,GR202400833,2024-09-26,PO00884,485.79,14.21,spesifikasi beda,partial,WH02,EMP018
GR00834,GR202500834,2025-12-15,PO00885,4564.28,435.72,spesifikasi beda,fail,WH01,EMP004
GR00835,GR202500835,2025-02-16,PO00886,970.44,29.56,rusak saat kirim,partial,WH03,EMP038
GR00836,GR202500836,2025-08-27,PO00887,1817.02,182.98,kualitas tidak sesuai,fail,WH03,EMP005
GR00837,GR202500837,2025-12-25,PO00888,193.37,6.63,kualitas tidak sesuai,partial,WH03,EMP025
GR00838,GR202400838,2024-12-03,PO00889,900.93,99.07,spesifikasi beda,fail,WH01,EMP033
GR00839,GR202400839,2024-04-14,PO00890,400.00,0.00,,pass,WH02,EMP011
GR00840,GR202400840,2024-11-14,PO00891,228.07,21.93,kualitas tidak sesuai,fail,WH01,EMP024
GR00841,GR202500841,2025-05-16,PO00893,250.00,0.00,,pass,WH03,EMP040
GR00842,GR202400842,2024-09-05,PO00894,943.49,56.51,rusak saat kirim,fail,WH02,EMP034
GR00843,GR202500843,2025-06-14,PO00895,4580.16,419.84,spesifikasi beda,fail,WH02,EMP023
GR00844,GR202500844,2025-05-08,PO00896,460.65,39.35,rusak saat kirim,fail,WH03,EMP010
GR00845,GR202500845,2025-11-05,PO00897,2454.25,45.75,rusak saat kirim,partial,WH01,EMP013
GR00846,GR202500846,2025-03-15,PO00898,926.02,73.98,spesifikasi beda,fail,WH01,EMP021
GR00847,GR202500847,2025-11-04,PO00899,9.18,0.82,spesifikasi beda,fail,WH01,EMP011
GR00848,GR202400848,2024-02-17,PO00900,9.80,0.20,spesifikasi beda,partial,WH03,EMP011
GR00849,GR202600849,2026-01-17,PO00901,9.35,0.65,rusak saat kirim,fail,WH02,EMP014
GR00850,GR202400850,2024-12-07,PO00902,9.03,0.97,rusak saat kirim,fail,WH03,EMP011
GR00851,GR202400851,2024-03-04,PO00903,1.94,0.06,rusak saat kirim,partial,WH03,EMP012
GR00852,GR202400852,2024-06-14,PO00904,1.84,0.16,rusak saat kirim,fail,WH01,EMP014
GR00853,GR202400853,2024-12-27,PO00905,1969.70,30.30,rusak saat kirim,partial,WH02,EMP001
GR00854,GR202400854,2024-05-14,PO00907,24.60,0.40,kualitas tidak sesuai,partial,WH02,EMP006
GR00855,GR202500855,2025-12-30,PO00908,9.98,0.02,spesifikasi beda,partial,WH01,EMP027
GR00856,GR202500856,2025-12-26,PO00909,386.37,13.63,spesifikasi beda,partial,WH02,EMP013
GR00857,GR202500857,2025-06-24,PO00910,4.52,0.48,kualitas tidak sesuai,fail,WH02,EMP006
GR00858,GR202500858,2025-12-05,PO00911,395.42,4.58,rusak saat kirim,partial,WH03,EMP034
GR00859,GR202500859,2025-08-09,PO00912,99.24,0.76,kualitas tidak sesuai,partial,WH03,EMP001
GR00860,GR202400860,2024-12-07,PO00913,2453.31,46.69,kualitas tidak sesuai,partial,WH02,EMP037
GR00861,GR202400861,2024-11-05,PO00914,9.66,0.34,rusak saat kirim,partial,WH03,EMP039
GR00862,GR202500862,2025-05-23,PO00915,484.79,15.21,spesifikasi beda,partial,WH01,EMP026
GR00863,GR202400863,2024-07-12,PO00917,47.99,2.01,spesifikasi beda,partial,WH03,EMP013
GR00864,GR202400864,2024-08-12,PO00918,48.39,1.61,kualitas tidak sesuai,partial,WH01,EMP013
GR00865,GR202500865,2025-01-28,PO00919,36.21,3.79,rusak saat kirim,fail,WH02,EMP027
GR00866,GR202600866,2026-01-15,PO00920,985.87,14.13,kualitas tidak sesuai,partial,WH02,EMP010
GR00867,GR202500867,2025-09-30,PO00921,494.69,5.31,kualitas tidak sesuai,partial,WH02,EMP017
GR00868,GR202500868,2025-09-24,PO00922,89.76,10.24,rusak saat kirim,fail,WH01,EMP028
GR00869,GR202400869,2024-04-23,PO00923,4.84,0.16,spesifikasi beda,partial,WH02,EMP012
GR00870,GR202500870,2025-11-23,PO00924,122.58,2.42,rusak saat kirim,partial,WH03,EMP005
GR00871,GR202600871,2026-01-13,PO00925,1.00,0.00,,pass,WH01,EMP032
GR00872,GR202400872,2024-04-18,PO00926,999.43,0.57,kualitas tidak sesuai,partial,WH03,EMP036
GR00873,GR202400873,2024-11-24,PO00927,2478.58,21.42,kualitas tidak sesuai,partial,WH02,EMP040
GR00874,GR202500874,2025-08-13,PO00928,0.99,0.01,rusak saat kirim,partial,WH02,EMP037
GR00875,GR202400875,2024-02-18,PO00929,9.80,0.20,kualitas tidak sesuai,partial,WH02,EMP016
GR00876,GR202500876,2025-11-14,PO00930,125.00,0.00,,pass,WH03,EMP005
GR00877,GR202500877,2025-04-28,PO00931,500.00,0.00,,pass,WH03,EMP003
GR00878,GR202400878,2024-11-06,PO00932,44.68,5.32,rusak saat kirim,fail,WH03,EMP006
GR00879,GR202500879,2025-04-18,PO00933,0.98,0.02,kualitas tidak sesuai,partial,WH03,EMP013
GR00880,GR202400880,2024-11-30,PO00934,98.92,1.08,spesifikasi beda,partial,WH03,EMP015
GR00881,GR202500881,2025-09-13,PO00935,495.86,4.14,spesifikasi beda,partial,WH01,EMP015
GR00882,GR202500882,2025-06-09,PO00936,193.57,6.43,kualitas tidak sesuai,partial,WH02,EMP017
GR00883,GR202400883,2024-04-04,PO00937,39.93,0.07,rusak saat kirim,partial,WH01,EMP037
GR00884,GR202500884,2025-01-06,PO00938,965.38,34.62,spesifikasi beda,partial,WH03,EMP030
GR00885,GR202500885,2025-05-06,PO00939,4923.59,76.41,rusak saat kirim,partial,WH03,EMP028
GR00886,GR202600886,2026-01-15,PO00940,481.20,18.80,rusak saat kirim,partial,WH01,EMP014
GR00887,GR202400887,2024-08-22,PO00941,2488.35,11.65,spesifikasi beda,partial,WH02,EMP012
GR00888,GR202400888,2024-04-26,PO00942,494.32,5.68,rusak saat kirim,partial,WH02,EMP016
GR00889,GR202400889,2024-12-03,PO00943,97.45,2.55,kualitas tidak sesuai,partial,WH02,EMP014
GR00890,GR202400890,2024-06-03,PO00944,96.52,3.48,spesifikasi beda,partial,WH03,EMP014
GR00891,GR202400891,2024-03-07,PO00945,9.75,0.25,kualitas tidak sesuai,partial,WH01,EMP027
GR00892,GR202400892,2024-05-24,PO00946,8.96,1.04,rusak saat kirim,fail,WH03,EMP001
GR00893,GR202600893,2026-02-03,PO00947,226.11,23.89,kualitas tidak sesuai,fail,WH02,EMP027
GR00894,GR202400894,2024-07-28,PO00948,4.98,0.02,spesifikasi beda,partial,WH03,EMP034
GR00895,GR202500895,2025-07-20,PO00949,9.73,0.27,spesifikasi beda,partial,WH01,EMP017
GR00896,GR202400896,2024-10-30,PO00950,100.00,0.00,,pass,WH01,EMP027
GR00897,GR202400897,2024-04-05,PO00951,1.94,0.06,rusak saat kirim,partial,WH01,EMP033
GR00898,GR202500898,2025-10-29,PO00952,488.23,11.77,rusak saat kirim,partial,WH02,EMP006
GR00899,GR202500899,2025-05-02,PO00953,0.95,0.05,spesifikasi beda,partial,WH01,EMP016
GR00900,GR202500900,2025-03-05,PO00954,0.47,0.03,spesifikasi beda,partial,WH03,EMP031
GR00901,GR202500901,2025-04-16,PO00955,242.75,7.25,kualitas tidak sesuai,partial,WH03,EMP019
GR00902,GR202600902,2026-01-21,PO00956,1923.25,76.75,rusak saat kirim,partial,WH03,EMP035
GR00903,GR202500903,2025-04-26,PO00957,4.86,0.14,spesifikasi beda,partial,WH02,EMP008
GR00904,GR202400904,2024-07-18,PO00958,4889.44,110.56,spesifikasi beda,partial,WH01,EMP030
GR00905,GR202400905,2024-12-17,PO00959,39.01,0.99,rusak saat kirim,partial,WH01,EMP018
GR00906,GR202400906,2024-06-15,PO00960,24.19,0.81,kualitas tidak sesuai,partial,WH02,EMP001
GR00907,GR202500907,2025-09-08,PO00961,185.50,14.50,kualitas tidak sesuai,fail,WH02,EMP034
GR00908,GR202400908,2024-03-17,PO00962,46.70,3.30,kualitas tidak sesuai,partial,WH01,EMP014
GR00909,GR202400909,2024-09-12,PO00963,196.18,3.82,spesifikasi beda,partial,WH03,EMP037
GR00910,GR202400910,2024-03-13,PO00964,392.13,7.87,rusak saat kirim,partial,WH01,EMP019
GR00911,GR202400911,2024-12-03,PO00965,49.98,0.02,kualitas tidak sesuai,partial,WH02,EMP026
GR00912,GR202500912,2025-04-23,PO00966,19.05,0.95,kualitas tidak sesuai,partial,WH01,EMP004
GR00913,GR202400913,2024-08-03,PO00967,4.75,0.25,kualitas tidak sesuai,partial,WH02,EMP002
GR00914,GR202500914,2025-10-01,PO00968,97.60,2.40,rusak saat kirim,partial,WH01,EMP009
GR00915,GR202400915,2024-05-28,PO00969,480.24,19.76,spesifikasi beda,partial,WH01,EMP014
GR00916,GR202600916,2026-01-05,PO00970,458.16,41.84,rusak saat kirim,fail,WH03,EMP037
GR00917,GR202400917,2024-08-02,PO00971,491.66,8.34,kualitas tidak sesuai,partial,WH02,EMP021
GR00918,GR202500918,2025-06-23,PO00972,198.77,1.23,kualitas tidak sesuai,partial,WH03,EMP033
GR00919,GR202500919,2025-04-04,PO00973,18.27,1.73,kualitas tidak sesuai,fail,WH01,EMP027
GR00920,GR202400920,2024-06-22,PO00974,96.43,3.57,kualitas tidak sesuai,partial,WH03,EMP028
GR00921,GR202500921,2025-09-28,PO00975,238.52,11.48,kualitas tidak sesuai,partial,WH02,EMP031
GR00922,GR202400922,2024-11-10,PO00976,19.72,0.28,rusak saat kirim,partial,WH02,EMP016
GR00923,GR202400923,2024-12-19,PO00977,494.65,5.35,spesifikasi beda,partial,WH01,EMP034
GR00924,GR202500924,2025-10-02,PO00978,9.73,0.27,rusak saat kirim,partial,WH02,EMP030
GR00925,GR202500925,2025-04-11,PO00979,48.07,1.93,kualitas tidak sesuai,partial,WH03,EMP014
GR00926,GR202500926,2025-11-30,PO00980,959.79,40.21,spesifikasi beda,partial,WH02,EMP036
GR00927,GR202400927,2024-09-01,PO00981,481.97,18.03,kualitas tidak sesuai,partial,WH03,EMP009
GR00928,GR202400928,2024-12-22,PO00982,1.98,0.02,spesifikasi beda,partial,WH03,EMP024
GR00929,GR202500929,2025-11-08,PO00983,1.94,0.06,spesifikasi beda,partial,WH02,EMP020
GR00930,GR202400930,2024-04-07,PO00984,19.89,0.11,spesifikasi beda,partial,WH01,EMP004
GR00931,GR202500931,2025-01-12,PO00985,2500.00,0.00,,pass,WH03,EMP012
GR00932,GR202400932,2024-07-06,PO00986,38.97,1.03,kualitas tidak sesuai,partial,WH03,EMP027
GR00933,GR202500933,2025-01-24,PO00987,965.56,34.44,rusak saat kirim,partial,WH01,EMP011
GR00934,GR202400934,2024-03-19,PO00988,98.67,1.33,spesifikasi beda,partial,WH03,EMP019
GR00935,GR202500935,2025-01-18,PO00989,36.28,3.72,rusak saat kirim,fail,WH03,EMP021
GR00936,GR202400936,2024-02-18,PO00990,196.57,3.43,rusak saat kirim,partial,WH01,EMP039
GR00937,GR202500937,2025-02-18,PO00991,40.00,0.00,,pass,WH02,EMP025
GR00938,GR202500938,2025-07-26,PO00992,48.02,1.98,spesifikasi beda,partial,WH03,EMP031
GR00939,GR202500939,2025-09-04,PO00993,4.09,0.91,spesifikasi beda,fail,WH03,EMP005
GR00940,GR202400940,2024-12-10,PO00994,9.24,0.76,rusak saat kirim,fail,WH01,EMP008
